names,scores,logfoldchanges,pvals,pvals_adj,Cell type,Regulation,-log10_pvals_adj
OASL,5.364353,2.376189,8.123972935921422e-08,1.7447550706666566e-05,CD16+ Monocytes,upregulated,4.75826553083879
IFI44,4.888444,2.2162724,1.0163610339120801e-06,0.00017880385550855392,CD16+ Monocytes,upregulated,3.747623120841907
DTX3L,4.841578,1.2109361,1.2881214683704115e-06,0.00021960479095300508,CD16+ Monocytes,upregulated,3.6583581894416333
IFIH1,4.529887,1.1670523,5.901516353481167e-06,0.0008413222063579142,CD16+ Monocytes,upregulated,3.0750376479066546
TRIM22,4.4775224,1.1245983,7.551435823489672e-06,0.0010152690586426724,CD16+ Monocytes,upregulated,2.993418849180298
HES4,4.3979125,2.0035539,1.0929706549045152e-05,0.0014231854897760604,CD16+ Monocytes,upregulated,2.8467384927925354
SPATS2L,4.3294253,1.2717841,1.4949886207593405e-05,0.0018729262743558497,CD16+ Monocytes,upregulated,2.7274793178039456
HRH2,4.062476,1.3199216,4.855487890508644e-05,0.005180335693247836,CD16+ Monocytes,upregulated,2.285642096432112
MSR1,3.9872406,2.0216014,6.6846219628496e-05,0.006866061701841232,CD16+ Monocytes,upregulated,2.163292298106778
CMPK2,3.8820107,3.3569007,0.00010359633121174296,0.009517625162492185,CD16+ Monocytes,upregulated,2.021471403242539
VEGFB,-3.8900092,-1.428155,0.00010024044418517047,0.009312787783652608,CD16+ Monocytes,downregulated,2.0309202934735913
DUSP4,-4.126214,-1.1973237,3.6878386712405806e-05,0.004072349284415275,CD16+ Monocytes,downregulated,2.390154979740876
GPR35,-4.2283196,-1.0542423,2.3544306756701868e-05,0.002722742663185866,CD16+ Monocytes,downregulated,2.5649934035515645
RGCC,-4.288433,-1.1243949,1.7993784339185897e-05,0.0022206209822172923,CD16+ Monocytes,downregulated,2.653525560937467
CYTOR,-4.457651,-1.232236,8.28626504689945e-06,0.0010962397206446097,CD16+ Monocytes,downregulated,2.9600944659527024
TIPARP,-4.5388856,-1.2717848,5.655231397518978e-06,0.0008203558036909767,CD16+ Monocytes,downregulated,3.085997745098113
MFSD12,-5.6471744,-1.0836477,1.631062617939231e-08,3.7989975370226846e-06,CD16+ Monocytes,downregulated,5.420330988008271
FBP1,-5.6561728,-1.3607264,1.54785653302179e-08,3.656700498083049e-06,CD16+ Monocytes,downregulated,5.436910609078548
INSIG1,-5.660422,-1.0577121,1.5100123724189148e-08,3.6189963192306656e-06,CD16+ Monocytes,downregulated,5.441411858599074
LMNA,-5.9035006,-1.2116728,3.5586816879681543e-09,9.6475277170376e-07,CD16+ Monocytes,downregulated,6.015583965040661
GSN,-6.065095,-1.0258087,1.3187576197161485e-09,3.894338349508205e-07,CD16+ Monocytes,downregulated,6.409566318624722
HMG20B,-6.1142106,-1.2389416,9.703612358637558e-10,2.9716414365701724e-07,CD16+ Monocytes,downregulated,6.527003594478575
INHBA,-8.117204,-1.6268747,4.770462213294924e-16,5.259275574750544e-13,CD16+ Monocytes,downregulated,12.279074072491742
CYP1B1,-9.072022,-2.3699336,1.1682826199261807e-19,1.931988968571925e-16,CD16+ Monocytes,downregulated,15.713995357683475
