baseMean,log2fc_shrunk,lfcSE,stat,pval,pvals_adj,names,Cell type,Regulation
167.92371821390563,-1.0222640564858132,0.16092165548886375,-6.725222502886582,1.7532432123732498e-11,1.0394979006160998e-07,CD109,CD14+ Monocytes,downregulated
2314.143487484589,-1.0976989031273368,0.19123281698909372,-6.203767041766374,5.512737197246284e-10,2.179001256164881e-06,CLEC5A,CD14+ Monocytes,downregulated
444.9400672904887,-1.119792074561071,0.2563118158329531,-4.926656179926396,8.364875522823968e-07,0.0010469412510903495,GPR68,CD14+ Monocytes,downregulated
140.76589324466062,1.0134622255689525,0.2415591043727108,4.780140132566418,1.7517305212339032e-06,0.0017310017100659687,HRH2,CD14+ Monocytes,upregulated
362.3026109822997,-2.3100110871319104,0.45978426209985357,-5.51798733739958,3.4290413345186566e-08,0.00010165393036180558,IL24,CD14+ Monocytes,downregulated
667.1850102338828,-1.0856749059965658,0.2471287254870559,-4.943561285910517,7.670822064232306e-07,0.0010469412510903495,RGCC,CD14+ Monocytes,downregulated
801.3361904811579,-1.3946047626991673,0.2079439649528537,-7.071599418185944,1.5315801356450448e-12,1.816147724847894e-08,TIPARP,CD14+ Monocytes,downregulated
46.39470258045502,1.0900749942221197,0.250588282307487,4.897388204309818,9.711885446107138e-07,0.0010469412510903495,TMOD2,CD14+ Monocytes,upregulated
154.26447175427307,-1.1845716608196588,0.25262354624304484,-5.215086634422922,1.837313442634033e-07,0.00036311438004590603,TNFSF14,CD14+ Monocytes,downregulated
314.7362487736525,1.4849599668844433,0.3012049439364997,5.4372720691641545,5.410249344470752e-08,0.00012865572941151449,EIF2AK2,B Cells,upregulated
101.80243005519851,1.395691431200594,0.3036452053156255,5.131885862665252,2.868534379731247e-07,0.0003410687377500452,OAS2,B Cells,upregulated
96.83842227749255,-1.1436348330591581,0.20218462665131562,-6.063511772460569,1.331810286050378e-09,1.9914559207311302e-05,IL2RA,CD4+ Treg Cells,downregulated
48.983062224152754,-2.4556104737543447,0.3749040583885262,-6.9108847765277135,4.816401535611597e-12,7.109008666562717e-08,CYP1B1,Dendritic Cells,downregulated
31.193046407408872,-2.218833987464574,0.4858071567889004,-5.094894435745177,3.48935631851632e-07,0.002575144963065044,TNFRSF18,Dendritic Cells,downregulated
13.908446402106808,3.2542758049138203,0.8023680509624957,4.614941737111387,3.932056071993763e-06,0.004357279850065089,CMPK2,CD16+ Monocytes,upregulated
181.5551089178161,-1.906873398776381,0.46810071839615996,-4.658646610148205,3.1829507707483034e-06,0.004115024854782432,CYP1B1,CD16+ Monocytes,downregulated
269.6448672278302,-1.1572288165482312,0.19901181956019812,-6.234823713007209,4.5228713102596926e-10,3.5083912753684436e-06,INHBA,CD16+ Monocytes,downregulated
21.401495228768127,-1.5412790365453801,0.3600873234669689,-4.801929651846649,1.571439039649195e-06,0.002474484411720201,MAFF,CD16+ Monocytes,downregulated
124.00558372244036,2.3881830960289645,0.4578218709504834,5.702453955921437,1.1809481710080345e-08,4.580307481254662e-05,MX2,CD16+ Monocytes,upregulated
46.75624182227992,2.012387676380951,0.5224076570155731,4.513688364980936,6.370981252873295e-06,0.006177462697317269,OAS2,CD16+ Monocytes,upregulated
166.0813369962545,-2.1393512740234635,0.423478624802462,-5.535994416551738,3.0946742485017355e-08,8.001796048542653e-05,SPP1,CD16+ Monocytes,downregulated
123.63002913625911,1.6152075331557958,0.38424498505667026,4.798949387012061,1.5950009099653221e-06,0.002474484411720201,XAF1,CD16+ Monocytes,upregulated
