names,scores,logfoldchanges,pvals,pvals_adj,Cell type,Regulation
NEFH,-5.4464536,-2.2093973,5.138403650101128e-08,1.701517444167448e-07,CD8+ Naive T Cells,downregulated
RPS6KA4,-5.4513097,-1.4035616,5.00002443965345e-08,1.6566901253966962e-07,CD8+ Naive T Cells,downregulated
B4GALT2,-5.4518585,-3.2120643,4.984613631390845e-08,1.6519149423308698e-07,CD8+ Naive T Cells,downregulated
PSTPIP2,-5.458373,-1.4869845,4.8051742334834046e-08,1.5950053452251114e-07,CD8+ Naive T Cells,downregulated
SLAIN1,-5.46342,-1.0624356,4.6704784314870976e-08,1.550917707259079e-07,CD8+ Naive T Cells,downregulated
AIFM2,-5.4699106,-1.1724144,4.5026241300510465e-08,1.4969822122769233e-07,CD8+ Naive T Cells,downregulated
TOP2A,-5.4706864,-2.5551896,4.4829635283635955e-08,1.4907453824361308e-07,CD8+ Naive T Cells,downregulated
NUF2,-5.4735737,-3.881646,4.4104947298333074e-08,1.4672370015540816e-07,CD8+ Naive T Cells,downregulated
ZGRF1,-5.4756856,-1.9492354,4.358211170175811e-08,1.450427412380708e-07,CD8+ Naive T Cells,downregulated
PLD6,-5.479945,-1.4917898,4.254579913316964e-08,1.4166042441883224e-07,CD8+ Naive T Cells,downregulated
NUBPL,-5.4913993,-1.1449876,3.987618446647072e-08,1.3295009325040854e-07,CD8+ Naive T Cells,downregulated
MPP5,-5.500682,-1.1839908,3.783252577209484e-08,1.2626366875744348e-07,CD8+ Naive T Cells,downregulated
AP1S3,-5.520154,-2.2309372,3.387026950715988e-08,1.1331431253083207e-07,CD8+ Naive T Cells,downregulated
PCCA-DT,-5.5804315,-1.3297694,2.399224180885813e-08,8.079000260498614e-08,CD8+ Naive T Cells,downregulated
C9orf64,-5.5886884,-1.4627143,2.2879131640162264e-08,7.715175365688486e-08,CD8+ Naive T Cells,downregulated
IPO11,-5.5915756,-1.7275318,2.2501825363836894e-08,7.590011471947216e-08,CD8+ Naive T Cells,downregulated
AL445524.1,-5.6142693,-2.165639,1.9739467417624528e-08,6.672763137474588e-08,CD8+ Naive T Cells,downregulated
AL161772.1,-5.617825,-2.9813688,1.933764349002678e-08,6.539603484551593e-08,CD8+ Naive T Cells,downregulated
GPHN,-5.624459,-1.1086454,1.8609058978903503e-08,6.294498022788448e-08,CD8+ Naive T Cells,downregulated
LAMP3,-5.641055,-1.0502638,1.6901104756807802e-08,5.724980937388993e-08,CD8+ Naive T Cells,downregulated
PICK1,-5.669655,-1.3039064,1.4308536180349379e-08,4.863725854356376e-08,CD8+ Naive T Cells,downregulated
SPR,-5.675704,-3.8270662,1.3811924687254564e-08,4.699748941422402e-08,CD8+ Naive T Cells,downregulated
TLCD1,-5.684605,-2.8360114,1.311152806553081e-08,4.46602141338173e-08,CD8+ Naive T Cells,downregulated
ASF1B,-5.6871705,-2.7003498,1.2916160350853699e-08,4.4012887641060705e-08,CD8+ Naive T Cells,downregulated
TNIP3,-5.6906543,-1.5898,1.2655347183778637e-08,4.315081987178296e-08,CD8+ Naive T Cells,downregulated
ATG4C,-5.709363,-1.4625362,1.1339990791680902e-08,3.874574952934444e-08,CD8+ Naive T Cells,downregulated
FAH,-5.7146244,-1.6031504,1.0994646556976292e-08,3.759687140461475e-08,CD8+ Naive T Cells,downregulated
SLC25A23,-5.7157583,-1.5260825,1.0921602046259241e-08,3.735481551995638e-08,CD8+ Naive T Cells,downregulated
PTCD1,-5.717548,-1.8413622,1.0807227846794425e-08,3.697892135370151e-08,CD8+ Naive T Cells,downregulated
MFSD2A,-5.7238955,-1.5887839,1.0410890563194322e-08,3.563752789143956e-08,CD8+ Naive T Cells,downregulated
UBXN8,-5.7626486,-1.0458318,8.280405231853131e-09,2.844475723289473e-08,CD8+ Naive T Cells,downregulated
C5orf22,-5.777742,-1.2422204,7.570981155327801e-09,2.605104356339073e-08,CD8+ Naive T Cells,downregulated
KCTD5,-5.7818584,-1.4737262,7.38799342816212e-09,2.5439082842561103e-08,CD8+ Naive T Cells,downregulated
PEX10,-5.78508,-1.0261568,7.24779266308664e-09,2.497535888090514e-08,CD8+ Naive T Cells,downregulated
C1orf216,-5.785629,-1.0818688,7.224165981309397e-09,2.4899131478306276e-08,CD8+ Naive T Cells,downregulated
CD109,-5.806043,-3.136569,6.3966418227709655e-09,2.2097611410729782e-08,CD8+ Naive T Cells,downregulated
MAP4K3-DT,-5.8183923,-1.0772697,5.941630038939536e-09,2.0547205343777313e-08,CD8+ Naive T Cells,downregulated
LANCL2,-5.831326,-1.0155673,5.498861680722235e-09,1.9057246264565294e-08,CD8+ Naive T Cells,downregulated
OXSM,-5.8456917,-1.2491256,5.044681866637245e-09,1.7526030258105068e-08,CD8+ Naive T Cells,downregulated
SPATA33,-5.8524685,-1.0593078,4.843298018904385e-09,1.684054233360425e-08,CD8+ Naive T Cells,downregulated
ZNF704,-5.8531604,-2.5516727,4.823179899560886e-09,1.6777645351080852e-08,CD8+ Naive T Cells,downregulated
EVA1C,-5.8579926,-1.2019892,4.684948843581103e-09,1.6300231227919355e-08,CD8+ Naive T Cells,downregulated
GEMIN2,-5.8731337,-1.2216922,4.276329752998017e-09,1.4884795858835656e-08,CD8+ Naive T Cells,downregulated
TRIM65,-5.876737,-1.4854108,4.184318749755258e-09,1.4570663121647233e-08,CD8+ Naive T Cells,downregulated
ITPRIPL1,-5.8779063,-1.7338712,4.154877101715953e-09,1.4471188422720454e-08,CD8+ Naive T Cells,downregulated
C2orf76,-5.8829174,-1.033887,4.030966097980481e-09,1.4042571384517213e-08,CD8+ Naive T Cells,downregulated
WDYHV1,-5.8868313,-1.0415844,3.9367059634336585e-09,1.3728660168136316e-08,CD8+ Naive T Cells,downregulated
DNAL1,-5.895076,-1.3096924,3.745095301223436e-09,1.3068715129000204e-08,CD8+ Naive T Cells,downregulated
ATPSCKMT,-5.9019127,-1.2646276,3.593117938430306e-09,1.2546324186617815e-08,CD8+ Naive T Cells,downregulated
GDAP1,-5.9026046,-1.4584289,3.578073437509407e-09,1.2499070645562538e-08,CD8+ Naive T Cells,downregulated
CDK2,-5.9028788,-1.0005603,3.5721245100348287e-09,1.2480926055872799e-08,CD8+ Naive T Cells,downregulated
KLHL12,-5.9141183,-1.1437147,3.336579460635161e-09,1.1662865047669342e-08,CD8+ Naive T Cells,downregulated
DDIAS,-5.91518,-3.0979629,3.315123632372561e-09,1.1592767923143379e-08,CD8+ Naive T Cells,downregulated
RCCD1,-5.935881,-1.7335365,2.9227122527317917e-09,1.0242189557835482e-08,CD8+ Naive T Cells,downregulated
GEN1,-5.94341,-2.4499798,2.7915299501695217e-09,9.790780654497006e-09,CD8+ Naive T Cells,downregulated
AARS2,-5.9497576,-1.4025033,2.685399584421339e-09,9.428546269124351e-09,CD8+ Naive T Cells,downregulated
VARS2,-5.951917,-1.9130162,2.650195308438198e-09,9.306918627233485e-09,CD8+ Naive T Cells,downregulated
DSN1,-5.969325,-1.7321452,2.3823695128166025e-09,8.387746355854407e-09,CD8+ Naive T Cells,downregulated
AC011447.3,-5.9725943,-2.9233978,2.3351002661771444e-09,8.226577141408487e-09,CD8+ Naive T Cells,downregulated
HSPA1B,-5.973931,-2.980918,2.3160426764897848e-09,8.161175738570546e-09,CD8+ Naive T Cells,downregulated
SMN1,-5.9766035,-1.0890995,2.278380924229738e-09,8.03360028656443e-09,CD8+ Naive T Cells,downregulated
SGCB,-5.996147,-2.1560857,2.020541170751226e-09,7.145784717859929e-09,CD8+ Naive T Cells,downregulated
IGFBP4,-6.0033298,-1.8870082,1.9331146370341784e-09,6.843912813666069e-09,CD8+ Naive T Cells,downregulated
TAF5,-6.004845,-1.432666,1.9151473232860213e-09,6.783206529274134e-09,CD8+ Naive T Cells,downregulated
TMEM186,-6.02174,-1.1853974,1.7255196534924915e-09,6.124687381370537e-09,CD8+ Naive T Cells,downregulated
GGH,-6.0273356,-2.1970007,1.666844467243352e-09,5.924050495337054e-09,CD8+ Naive T Cells,downregulated
PCGF6,-6.0334806,-1.1308032,1.6046536261291391e-09,5.706700433397328e-09,CD8+ Naive T Cells,downregulated
BRMS1L,-6.0445886,-1.7035241,1.4979165360057827e-09,5.333989180862969e-09,CD8+ Naive T Cells,downregulated
RASA4,-6.0615554,-1.3729068,1.348116158514288e-09,4.808843165088607e-09,CD8+ Naive T Cells,downregulated
EDC3,-6.06245,-1.0480146,1.3406345493563914e-09,4.7831873878547245e-09,CD8+ Naive T Cells,downregulated
D2HGDH,-6.0644665,-1.5532584,1.3239240331321226e-09,4.72560581392314e-09,CD8+ Naive T Cells,downregulated
STRN3,-6.094844,-1.0140947,1.0954428363986288e-09,3.927018899961874e-09,CD8+ Naive T Cells,downregulated
FOXRED2,-6.099581,-3.015158,1.063470610164035e-09,3.81322928887308e-09,CD8+ Naive T Cells,downregulated
TRUB1,-6.107849,-1.5225031,1.0098270368992937e-09,3.6248121791195177e-09,CD8+ Naive T Cells,downregulated
RELL2,-6.114197,-1.2827823,9.704453782719688e-10,3.488751134887728e-09,CD8+ Naive T Cells,downregulated
POFUT1,-6.121642,-1.6129237,9.261596480130106e-10,3.3324417100067784e-09,CD8+ Naive T Cells,downregulated
GATB,-6.1260448,-1.126872,9.009054029637529e-10,3.243690975138598e-09,CD8+ Naive T Cells,downregulated
EIF5A2,-6.1304474,-1.019237,8.76323189473425e-10,3.1565577399960853e-09,CD8+ Naive T Cells,downregulated
INTS7,-6.1448126,-2.030215,8.005787588679632e-10,2.887496387219086e-09,CD8+ Naive T Cells,downregulated
KIF1BP,-6.178042,-2.3024144,6.490150450590141e-10,2.3510978751677804e-09,CD8+ Naive T Cells,downregulated
GSTCD,-6.180166,-1.3882413,6.40343688123042e-10,2.321210778275043e-09,CD8+ Naive T Cells,downregulated
HAGHL,-6.1859045,-1.5584502,6.174730756291522e-10,2.2412537865845675e-09,CD8+ Naive T Cells,downregulated
N6AMT1,-6.19335,-1.447951,5.889877257502293e-10,2.142091493453165e-09,CD8+ Naive T Cells,downregulated
PIK3R2,-6.194901,-1.7532997,5.832167593455844e-10,2.1215696324896453e-09,CD8+ Naive T Cells,downregulated
SPEF2,-6.198218,-1.2115002,5.710603072938783e-10,2.0782623903430602e-09,CD8+ Naive T Cells,downregulated
SMG5,-6.231471,-1.0770662,4.6207590916147455e-10,1.6868320772192725e-09,CD8+ Naive T Cells,downregulated
IMPA2,-6.250227,-2.9070113,4.098562759890698e-10,1.498848570550917e-09,CD8+ Naive T Cells,downregulated
CBWD2,-6.2646046,-1.102178,3.737728499317085e-10,1.3696170217860989e-09,CD8+ Naive T Cells,downregulated
ZFYVE19,-6.278958,-1.1163939,3.408495982920126e-10,1.2517499016111509e-09,CD8+ Naive T Cells,downregulated
GATD3B,-6.292858,-1.0758986,3.116731272694504e-10,1.147403941597262e-09,CD8+ Naive T Cells,downregulated
FDXACB1,-6.2959604,-1.573787,3.0550250481598025e-10,1.124937635747465e-09,CD8+ Naive T Cells,downregulated
ANKLE1,-6.3081064,-3.9139953,2.8246975930983583e-10,1.0417489762949944e-09,CD8+ Naive T Cells,downregulated
DNA2,-6.3097053,-3.9257107,2.795671988411507e-10,1.031274317920167e-09,CD8+ Naive T Cells,downregulated
NXT2,-6.3196564,-1.1956162,2.621458977235009e-10,9.687389297549797e-10,CD8+ Naive T Cells,downregulated
SRD5A3,-6.3257413,-1.5584886,2.5201988208177714e-10,9.3194382602557e-10,CD8+ Naive T Cells,downregulated
FBXO4,-6.3322678,-1.0335628,2.4158383555276833e-10,8.937521003436532e-10,CD8+ Naive T Cells,downregulated
DPH6,-6.3586245,-1.3174748,2.035686600646604e-10,7.542941813778376e-10,CD8+ Naive T Cells,downregulated
ZC3HC1,-6.3603187,-1.0364332,2.0133578514392936e-10,7.465223943778386e-10,CD8+ Naive T Cells,downregulated
PLCXD1,-6.3665705,-1.5419745,1.9330133126492048e-10,7.172142955189566e-10,CD8+ Naive T Cells,downregulated
NADK2,-6.392414,-1.6703172,1.6328694199540852e-10,6.085815099792813e-10,CD8+ Naive T Cells,downregulated
PARVB,-6.3992867,-1.1113809,1.5610455605136133e-10,5.82074643387004e-10,CD8+ Naive T Cells,downregulated
FAM161A,-6.4046917,-1.9493625,1.506736552860934e-10,5.625852873032572e-10,CD8+ Naive T Cells,downregulated
OSGEPL1,-6.420322,-1.7617679,1.359866028172113e-10,5.080909287817947e-10,CD8+ Naive T Cells,downregulated
SLCO4A1,-6.4230065,-1.1884388,1.3360892495158242e-10,4.993199529772472e-10,CD8+ Naive T Cells,downregulated
KIF1C,-6.4286976,-1.2275454,1.2870183829897714e-10,4.811988017070281e-10,CD8+ Naive T Cells,downregulated
TVP23B,-6.432862,-1.0900043,1.2522357227164593e-10,4.685118132706354e-10,CD8+ Naive T Cells,downregulated
VPS9D1-AS1,-6.436811,-2.4747593,1.2200968386586904e-10,4.5700433569419623e-10,CD8+ Naive T Cells,downregulated
HPS5,-6.4369183,-1.1999751,1.219234327789032e-10,4.5678473218502993e-10,CD8+ Naive T Cells,downregulated
REEP4,-6.438374,-1.6873674,1.2076011436675126e-10,4.526314622128209e-10,CD8+ Naive T Cells,downregulated
NAA30,-6.4597073,-1.0037643,1.0490557779174403e-10,3.9445737606686477e-10,CD8+ Naive T Cells,downregulated
PSPH,-6.4600296,-1.5091716,1.0468249610407642e-10,3.9370808234548826e-10,CD8+ Naive T Cells,downregulated
GINS3,-6.460471,-2.574254,1.0437754461023598e-10,3.926504675203531e-10,CD8+ Naive T Cells,downregulated
CEP44,-6.481351,-1.1513379,9.090485401920785e-11,3.4290455540958944e-10,CD8+ Naive T Cells,downregulated
TGFBRAP1,-6.4892616,-1.1967777,8.625805263205187e-11,3.2567338273430175e-10,CD8+ Naive T Cells,downregulated
PALB2,-6.4993677,-1.0703195,8.065836282833977e-11,3.0474008363999424e-10,CD8+ Naive T Cells,downregulated
SHMT1,-6.5083756,-1.3001443,7.596767003249138e-11,2.8763212543046363e-10,CD8+ Naive T Cells,downregulated
OGG1,-6.508698,-1.3825531,7.580496116482184e-11,2.8712474640005926e-10,CD8+ Naive T Cells,downregulated
RMI1,-6.5190306,-1.9102398,7.076321898698059e-11,2.6833555431958224e-10,CD8+ Naive T Cells,downregulated
RRAGD,-6.5240655,-1.1863568,6.84267271290611e-11,2.5977336697274637e-10,CD8+ Naive T Cells,downregulated
TBK1,-6.527788,-1.1895734,6.674795573328825e-11,2.535165236475397e-10,CD8+ Naive T Cells,downregulated
SLC31A1,-6.5322986,-1.0796684,6.476796326266393e-11,2.462224847068215e-10,CD8+ Naive T Cells,downregulated
DUS2,-6.5482626,-1.6035627,5.821028416312964e-11,2.2164942878325462e-10,CD8+ Naive T Cells,downregulated
RINT1,-6.5507207,-1.0748125,5.726013546702807e-11,2.1813196503530137e-10,CD8+ Naive T Cells,downregulated
GET1,-6.5521164,-1.3027068,5.672726047374854e-11,2.1620159171569017e-10,CD8+ Naive T Cells,downregulated
MRM1,-6.5543594,-1.8506508,5.588116007851894e-11,2.130259899074384e-10,CD8+ Naive T Cells,downregulated
CENPJ,-6.569644,-1.4781187,5.0435772199992915e-11,1.9271172940648863e-10,CD8+ Naive T Cells,downregulated
SNAPC4,-6.6374145,-1.4352888,3.192332700388346e-11,1.2279973451110044e-10,CD8+ Naive T Cells,downregulated
SETD6,-6.6436067,-1.0166329,3.060984882341551e-11,1.1791173305213654e-10,CD8+ Naive T Cells,downregulated
CDK5,-6.654882,-1.2834461,2.8352740135357806e-11,1.0949772620700888e-10,CD8+ Naive T Cells,downregulated
PARPBP,-6.678542,-2.5653064,2.4133095311344244e-11,9.348535890459117e-11,CD8+ Naive T Cells,downregulated
CHAF1B,-6.6918573,-2.5176296,2.2035530497924362e-11,8.552019897774588e-11,CD8+ Naive T Cells,downregulated
G6PC3,-6.6925735,-1.1463262,2.192796251508347e-11,8.512270331266088e-11,CD8+ Naive T Cells,downregulated
KLHL8,-6.7035384,-1.3147602,2.034321424604542e-11,7.91194106271997e-11,CD8+ Naive T Cells,downregulated
AC005523.2,-6.7328897,-1.3513821,1.663260429850614e-11,6.49016935546003e-11,CD8+ Naive T Cells,downregulated
BAG4,-6.7463365,-1.0531608,1.516247138995405e-11,5.926300859741671e-11,CD8+ Naive T Cells,downregulated
PYCR3,-6.7522783,-1.2965037,1.455412664616538e-11,5.691217601031849e-11,CD8+ Naive T Cells,downregulated
PAXIP1,-6.7680993,-1.1846037,1.3048502505768584e-11,5.1121318630157556e-11,CD8+ Naive T Cells,downregulated
TONSL,-6.7684693,-3.1036863,1.3015194353857737e-11,5.100290735302023e-11,CD8+ Naive T Cells,downregulated
TIPARP,-6.7895403,-1.4852074,1.12491413836935e-11,4.4207949396896244e-11,CD8+ Naive T Cells,downregulated
ZNF232,-6.8244276,-1.4660196,8.827643767999972e-12,3.476607406320923e-11,CD8+ Naive T Cells,downregulated
GLE1,-6.8288546,-1.32296,8.559539337805548e-12,3.3742336598162175e-11,CD8+ Naive T Cells,downregulated
IFT46,-6.836729,-1.4764631,8.10217153105784e-12,3.197747269907005e-11,CD8+ Naive T Cells,downregulated
AL021155.5,-6.854495,-1.170148,7.1564839680410164e-12,2.8305853953478662e-11,CD8+ Naive T Cells,downregulated
ATP2A1-AS1,-6.8572035,-2.8804631,7.022156437863366e-12,2.779449521611931e-11,CD8+ Naive T Cells,downregulated
ARRB1,-6.8608665,-1.4715809,6.844412358045766e-12,2.7116925530666708e-11,CD8+ Naive T Cells,downregulated
CHKA,-6.8697195,-1.4517796,6.432822462455937e-12,2.5510691861303072e-11,CD8+ Naive T Cells,downregulated
RDH13,-6.875602,-1.3597199,6.1728709672536825e-12,2.448567214811085e-11,CD8+ Naive T Cells,downregulated
SOCS2,-6.879384,-2.3615212,6.011189747603279e-12,2.3850058746668766e-11,CD8+ Naive T Cells,downregulated
RAPGEF2,-6.8827486,-1.369217,5.8708532212538044e-12,2.3304440643272723e-11,CD8+ Naive T Cells,downregulated
KLHL23,-6.883584,-3.5074904,5.836518436841615e-12,2.3173710777923117e-11,CD8+ Naive T Cells,downregulated
TMEM99,-6.88572,-1.2253661,5.749612078939336e-12,2.2839619252803222e-11,CD8+ Naive T Cells,downregulated
ISYNA1,-6.888762,-1.7209343,5.627993534698499e-12,2.2367250440593386e-11,CD8+ Naive T Cells,downregulated
TMED8,-6.903104,-1.0694882,5.087843475144503e-12,2.0235129280535027e-11,CD8+ Naive T Cells,downregulated
CLP1,-6.9226356,-1.4826131,4.4331727241307525e-12,1.7656882788764513e-11,CD8+ Naive T Cells,downregulated
STRN4,-6.92322,-1.1564268,4.414907341956734e-12,1.7588369721498075e-11,CD8+ Naive T Cells,downregulated
PACC1,-6.9301405,-1.3474163,4.204230889544629e-12,1.6761177970202396e-11,CD8+ Naive T Cells,downregulated
OIP5,-6.932455,-25.827785,4.135987813203803e-12,1.64970647532444e-11,CD8+ Naive T Cells,downregulated
CCP110,-6.935354,-1.057013,4.0520386158785685e-12,1.6173922903882182e-11,CD8+ Naive T Cells,downregulated
DPP4,-6.9567,-1.6622468,3.483360782597989e-12,1.3941030315058797e-11,CD8+ Naive T Cells,downregulated
RHBDD3,-6.967283,-1.5260286,3.2312027448817163e-12,1.2948614015770209e-11,CD8+ Naive T Cells,downregulated
TMEM14A,-6.9705644,-1.242203,3.1567253071696963e-12,1.2658284773197203e-11,CD8+ Naive T Cells,downregulated
USP45,-7.006239,-1.576383,2.448092945131233e-12,9.8597450154981e-12,CD8+ Naive T Cells,downregulated
MCM8,-7.0207953,-1.7007033,2.2060850239514758e-12,8.891549607868768e-12,CD8+ Naive T Cells,downregulated
FRMD4B,-7.024721,-2.5626993,2.1449445691384384e-12,8.651450814595697e-12,CD8+ Naive T Cells,downregulated
MAN1A1,-7.027155,-1.0728328,2.1078718492738403e-12,8.512302019888033e-12,CD8+ Naive T Cells,downregulated
FASTKD3,-7.030567,-1.6948553,2.0569535573617068e-12,8.310735640872354e-12,CD8+ Naive T Cells,downregulated
PPARGC1B,-7.0362587,-1.6934077,1.974701846884989e-12,7.98621776520838e-12,CD8+ Naive T Cells,downregulated
RNF157,-7.087528,-1.2292794,1.3652859250163384e-12,5.545991977891228e-12,CD8+ Naive T Cells,downregulated
GNGT2,-7.0989704,-1.2383223,1.2568976915201805e-12,5.114497323983569e-12,CD8+ Naive T Cells,downregulated
STK38L,-7.099018,-1.0553033,1.256463779431268e-12,5.11399003703049e-12,CD8+ Naive T Cells,downregulated
PUDP,-7.109327,-1.596061,1.1661029957434402e-12,4.750885745407556e-12,CD8+ Naive T Cells,downregulated
TATDN3,-7.1126795,-1.1876097,1.1381130244600997e-12,4.6402798534262e-12,CD8+ Naive T Cells,downregulated
CDCA8,-7.1146007,-3.5313497,1.1223742675045726e-12,4.578367849463028e-12,CD8+ Naive T Cells,downregulated
CHTF18,-7.1257443,-2.1774592,1.0351958399220318e-12,4.2290102778633e-12,CD8+ Naive T Cells,downregulated
ARMT1,-7.129312,-1.355031,1.0087184235481176e-12,4.123900264577311e-12,CD8+ Naive T Cells,downregulated
TNFSF12,-7.1325693,-1.1029246,9.851245222638393e-13,4.029434633855333e-12,CD8+ Naive T Cells,downregulated
ATP13A1,-7.1339293,-1.1202729,9.754332025826607e-13,3.993745697229378e-12,CD8+ Naive T Cells,downregulated
TUBGCP5,-7.134872,-1.235242,9.687722384529488e-13,3.967455796754932e-12,CD8+ Naive T Cells,downregulated
CDC25B,-7.1457057,-1.2929149,8.953462849031238e-13,3.671297176653349e-12,CD8+ Naive T Cells,downregulated
KNTC1,-7.158532,-1.824266,8.15454855964976e-13,3.347028283219858e-12,CD8+ Naive T Cells,downregulated
SCFD2,-7.162219,-1.0619801,7.938150898477635e-13,3.2598262082971107e-12,CD8+ Naive T Cells,downregulated
CDCA5,-7.1626844,-25.952166,7.911242391358001e-13,3.2495830955262613e-12,CD8+ Naive T Cells,downregulated
DVL1,-7.162732,-1.6038066,7.908487611965396e-13,3.2492586245732114e-12,CD8+ Naive T Cells,downregulated
NARS2,-7.1790304,-1.0140785,7.020756805013342e-13,2.8873975450013837e-12,CD8+ Naive T Cells,downregulated
NOL6,-7.1833615,-1.0264124,6.801796174467809e-13,2.7994351253652104e-12,CD8+ Naive T Cells,downregulated
AC245014.3,-7.1911287,-1.6812917,6.425781760505707e-13,2.649293267850483e-12,CD8+ Naive T Cells,downregulated
AC015802.6,-7.2310276,-1.401057,4.793530214703128e-13,1.982756607317299e-12,CD8+ Naive T Cells,downregulated
PXMP2,-7.240167,-1.395841,4.481324132773522e-13,1.8550101923323087e-12,CD8+ Naive T Cells,downregulated
TUBE1,-7.2427206,-1.0735607,4.39773000789665e-13,1.8213188364785098e-12,CD8+ Naive T Cells,downregulated
ANKRD16,-7.253793,-1.5771998,4.052600364028806e-13,1.6804877688050242e-12,CD8+ Naive T Cells,downregulated
WRAP53,-7.254413,-1.4132582,4.034068783361217e-13,1.6732228610595547e-12,CD8+ Naive T Cells,downregulated
JAK2,-7.2623835,-1.5281082,3.803283251362247e-13,1.5786871267012419e-12,CD8+ Naive T Cells,downregulated
AUH,-7.270067,-1.1467348,3.593085719854975e-13,1.4921863020904502e-12,CD8+ Naive T Cells,downregulated
MFSD3,-7.277763,-1.8405027,3.3940081635243857e-13,1.4098646822457363e-12,CD8+ Naive T Cells,downregulated
INTS2,-7.2792425,-1.2072649,3.3569969199926673e-13,1.3951912054767212e-12,CD8+ Naive T Cells,downregulated
C3orf14,-7.2844806,-2.505259,3.2291233083507276e-13,1.3433965320804022e-12,CD8+ Naive T Cells,downregulated
SLC39A14,-7.2891693,-1.4700904,3.118715028931607e-13,1.298117050929826e-12,CD8+ Naive T Cells,downregulated
CAPN2,-7.324081,-1.2081367,2.4054155650050667e-13,1.0055196460689786e-12,CD8+ Naive T Cells,downregulated
MAP3K8,-7.3319793,-1.3401268,2.2677777069227894e-13,9.484633267420883e-13,CD8+ Naive T Cells,downregulated
NETO2,-7.3337574,-2.6299999,2.2378821298409602e-13,9.36670634805871e-13,CD8+ Naive T Cells,downregulated
GALK1,-7.3425508,-1.1125097,2.0956098545769325e-13,8.7912481393046e-13,CD8+ Naive T Cells,downregulated
FBXO45,-7.343195,-1.6710284,2.0855421733827216e-13,8.75123342330121e-13,CD8+ Naive T Cells,downregulated
BPNT1,-7.347001,-1.1980716,2.027030482851015e-13,8.512189714298434e-13,CD8+ Naive T Cells,downregulated
MTPAP,-7.370828,-1.3004739,1.695711355078108e-13,7.14627387332484e-13,CD8+ Naive T Cells,downregulated
DARS2,-7.3713055,-1.3899359,1.6896507903217537e-13,7.124363875459164e-13,CD8+ Naive T Cells,downregulated
ZNRF1,-7.375076,-1.3460035,1.642514653354317e-13,6.930917280561455e-13,CD8+ Naive T Cells,downregulated
PIGW,-7.3836308,-1.296669,1.5403027625706857e-13,6.504593152357361e-13,CD8+ Naive T Cells,downregulated
SLC27A2,-7.3858976,-1.2173574,1.5142818365300436e-13,6.39797617033657e-13,CD8+ Naive T Cells,downregulated
ARL6IP6,-7.430056,-1.3275197,1.0855172883558407e-13,4.618265859928103e-13,CD8+ Naive T Cells,downregulated
TRMT5,-7.442775,-1.6024777,9.859200828419638e-14,4.198856659788194e-13,CD8+ Naive T Cells,downregulated
ULK3,-7.490763,-2.1106887,6.847428018892991e-14,2.9312947747458813e-13,CD8+ Naive T Cells,downregulated
TRIM47,-7.505236,-2.6927648,6.13180264251269e-14,2.628346819575748e-13,CD8+ Naive T Cells,downregulated
ARID3B,-7.5061545,-1.4313154,6.088944407582193e-14,2.610652674829835e-13,CD8+ Naive T Cells,downregulated
C4orf46,-7.510128,-3.1092257,5.906962398047058e-14,2.5339413015954397e-13,CD8+ Naive T Cells,downregulated
GINS1,-7.5505037,-4.7781043,4.335774030535952e-14,1.8681786123755351e-13,CD8+ Naive T Cells,downregulated
NEDD1,-7.5590944,-1.0010692,4.0588481499727975e-14,1.7502261240182568e-13,CD8+ Naive T Cells,downregulated
NDC1,-7.575548,-1.3283324,3.57614844867035e-14,1.546111552827754e-13,CD8+ Naive T Cells,downregulated
TPX2,-7.5926933,-2.5920002,3.1332310808842435e-14,1.358171491076874e-13,CD8+ Naive T Cells,downregulated
ORC1,-7.593469,-7.5825343,3.114526488298074e-14,1.3504175284998754e-13,CD8+ Naive T Cells,downregulated
MIR17HG,-7.6072736,-2.3103764,2.7993805480953025e-14,1.2163256995231745e-13,CD8+ Naive T Cells,downregulated
MYB,-7.6130247,-1.9421864,2.6775465918540007e-14,1.1655327188599527e-13,CD8+ Naive T Cells,downregulated
HK2,-7.6198015,-1.863979,2.5406566278870972e-14,1.1065272229488787e-13,CD8+ Naive T Cells,downregulated
SLC25A12,-7.622224,-1.3476084,2.4934221532226395e-14,1.0862413632203054e-13,CD8+ Naive T Cells,downregulated
DCAF17,-7.630361,-1.2422198,2.3409714750511088e-14,1.0203649257490825e-13,CD8+ Naive T Cells,downregulated
NEURL1,-7.652613,-1.90622,1.9693561420747656e-14,8.602018626912414e-14,CD8+ Naive T Cells,downregulated
TIFA,-7.6616096,-1.0789232,1.8361721619377452e-14,8.030885755610816e-14,CD8+ Naive T Cells,downregulated
AURKA,-7.6761184,-2.9496636,1.6398190184936416e-14,7.18159086568574e-14,CD8+ Naive T Cells,downregulated
LMNA,-7.695948,-1.2959893,1.4044870232448024e-14,6.168924808339787e-14,CD8+ Naive T Cells,downregulated
NUP133,-7.696091,-1.0190996,1.402914992421855e-14,6.163657074835339e-14,CD8+ Naive T Cells,downregulated
NAT14,-7.7124257,-1.538005,1.2344871838767349e-14,5.433780825065096e-14,CD8+ Naive T Cells,downregulated
BUD13,-7.7129865,-1.1351876,1.2290728274883048e-14,5.411389070333892e-14,CD8+ Naive T Cells,downregulated
