baseMean,log2fc_shrunk,lfcSE,stat,pval,pvals_adj,names,Cell type,Regulation
4.862600982650222,2.2516711961694997,0.7752692740188529,3.488414425311348,0.0004858943279843355,0.001826442072155404,A2M-AS1,CD4+ T Cells,upregulated
970.3258374428667,1.0917460287056242,0.1033387727407142,10.657876760928273,1.6021325503918495e-26,8.1210437905481175e-25,AAK1,CD4+ T Cells,upregulated
20.06221287072827,1.5062728871545292,0.4427773320025105,3.8947701650359363,9.829188437980004e-05,0.0004284474546046158,AASS,CD4+ T Cells,upregulated
116.01225951201079,2.570472639094158,0.3395512063365217,7.8357522957544345,4.660438384227462e-15,8.213209785040862e-14,ABCB1,CD4+ T Cells,upregulated
32.7715709415757,-1.6205655330546997,0.3805397425412157,-4.680633276122845,2.859901191361197e-06,1.659443432475892e-05,ABCB6,CD4+ T Cells,downregulated
15.41861655798084,1.7778355669005108,0.5647226433676643,3.7141484899824393,0.00020388905473321518,0.0008291232931410274,ABCD2,CD4+ T Cells,upregulated
1455.2859561586786,-1.1756172704195325,0.11950684793122221,-9.989031137874099,1.702374722617012e-23,6.736603471536145e-22,ABCE1,CD4+ T Cells,downregulated
680.6027986688657,-1.0988899714093685,0.14383356853241341,-7.8266901401688145,5.008815512444741e-15,8.776139642382947e-14,ABCF2,CD4+ T Cells,downregulated
10.72969914138678,1.5046582464480238,0.5434829869147181,3.3606955768725393,0.0007774646520827729,0.0028015345380329308,ABHD4,CD4+ T Cells,upregulated
240.84104729502886,1.1030781742916695,0.14577082224503796,7.74256733456768,9.742914476019658e-15,1.6554216569344612e-13,ABI2,CD4+ T Cells,upregulated
131.9694749853938,2.0715882621398674,0.24675310750575857,8.640447849573983,5.599309480037296e-18,1.3197999141437833e-16,ABTB1,CD4+ T Cells,upregulated
70.91901256873165,1.0277601751784207,0.21897702159240828,4.974822490592785,6.530745672616459e-07,4.157076077873795e-06,AC002558.3,CD4+ T Cells,upregulated
81.32128124186644,1.365290960672597,0.33339001091286835,4.482318923419238,7.3836287018749085e-06,3.98833048720024e-05,AC003681.1,CD4+ T Cells,upregulated
102.01822218223049,-1.3133055552884465,0.2159208022480561,-6.336570065460022,2.349363701471746e-10,2.415668674321966e-09,AC004148.1,CD4+ T Cells,downregulated
125.45537718228883,3.3975138971685053,0.563369452860266,6.39090511035131,1.6490669691528314e-10,1.7308351097285536e-09,AC004585.1,CD4+ T Cells,upregulated
49.40875231759971,1.2337212955703925,0.33690519900113586,4.08028967482422,4.497961220797485e-05,0.00020828322719953157,AC005332.6,CD4+ T Cells,upregulated
13.840072284292518,1.0839018696547311,0.4419565362483377,2.997919052494996,0.002718298631937439,0.008608134990732099,AC005520.2,CD4+ T Cells,upregulated
51.50260020718062,1.6168655726887593,0.26175047858215605,6.4833030237925255,8.973601103975766e-11,9.728461969374585e-10,AC005838.2,CD4+ T Cells,upregulated
24.03638131030397,1.4737470315331762,0.4422120982559762,3.833896022692926,0.00012612947402910194,0.0005371223119935569,AC005842.1,CD4+ T Cells,upregulated
4.162697542782745,2.662696037597972,0.9285463878108985,3.4347778400158786,0.0005930397908689934,0.002191687654330764,AC005856.1,CD4+ T Cells,upregulated
79.11988764058074,-2.8335700135177952,0.27851878241132644,-10.346257681241157,4.351645155798897e-25,1.9865522283520506e-23,AC006329.1,CD4+ T Cells,downregulated
6.661284685722308,1.9640605304100565,0.6865341703103608,3.485263432326551,0.000491652749075774,0.001845768049383849,AC006369.1,CD4+ T Cells,upregulated
71.44015845495322,-1.5423138015334283,0.2203478862721574,-7.241460124450364,4.438796787561034e-13,6.322782341379233e-12,AC006449.6,CD4+ T Cells,downregulated
122.69347544312556,3.1101036925364727,0.3180168050048319,9.969129468449822,2.0804426618735463e-23,8.147594052546632e-22,AC007384.1,CD4+ T Cells,upregulated
15.84692639112321,1.1010122341563728,0.4293400944389215,3.1024816503108807,0.001919054447180903,0.006307659348947758,AC007406.5,CD4+ T Cells,upregulated
489.3162135072332,2.158992307140678,0.23784917217405527,9.304868426310016,1.3415833602641823e-20,4.0504058581999894e-19,AC008105.3,CD4+ T Cells,upregulated
37.15282325087257,1.2627632085636982,0.274038062454963,4.94342319751816,7.676259922434129e-07,4.84150625819441e-06,AC008115.3,CD4+ T Cells,upregulated
23.471123682475067,1.6026161562554802,0.42006310704110855,4.260096253337446,2.0433888688433124e-05,0.00010068171584153413,AC008467.1,CD4+ T Cells,upregulated
282.41253821150735,1.1422682294763709,0.14703949464494503,7.948459490701463,1.8884506937370274e-15,3.4566858350577765e-14,AC008875.3,CD4+ T Cells,upregulated
77.35518158716337,1.4053591166933166,0.22205932811515114,6.5890754048252695,4.425739849573125e-11,4.979696596891632e-10,AC008969.1,CD4+ T Cells,upregulated
14.29821380605306,-1.2610122861638855,0.4660423078156616,-3.248159104976718,0.0011615430018661365,0.004012492635876325,AC009118.2,CD4+ T Cells,downregulated
19.355200472864823,-1.5205160568290361,0.4085071014063456,-4.163115280232891,3.139347668333093e-05,0.00014962249453225268,AC009779.2,CD4+ T Cells,downregulated
18.23250925828293,2.149091964534006,0.5377510268912881,4.518972659178798,6.214041783009845e-06,3.401228503549917e-05,AC009831.3,CD4+ T Cells,upregulated
31.52266214603661,-1.0574695003961994,0.35880074934127626,-3.3911803240921303,0.0006959229634558217,0.002534216346500825,AC010336.8,CD4+ T Cells,downregulated
29.26545075422295,1.1945265095525543,0.28937286375506976,4.489461174446254,7.140355990752293e-06,3.8705019812532816e-05,AC010359.3,CD4+ T Cells,upregulated
9.761466409547786,1.402315615497518,0.5339660572541582,3.2453515071944627,0.0011730572620975805,0.004045245930455275,AC011416.3,CD4+ T Cells,upregulated
26.07204503004527,-1.8387406562195496,0.3753845882486372,-5.267851384188175,1.3802977904257735e-07,9.881810728244225e-07,AC011447.3,CD4+ T Cells,downregulated
56.604393262695254,1.0979912015236857,0.3164081146066085,3.8746760717751734,0.00010676662482852254,0.00046127564592391324,AC011939.2,CD4+ T Cells,upregulated
14.429394016221035,3.1121168617377903,0.566035950867376,5.877609860695532,4.1623247403913e-09,3.667685684033171e-08,AC012464.2,CD4+ T Cells,upregulated
127.75600130082051,1.2643713744678269,0.15934822586074232,8.141692798553018,3.897892275668788e-16,7.662315866411953e-15,AC015871.7,CD4+ T Cells,upregulated
5.517591105631325,2.2501351437419634,0.7556883154790077,3.5673476020671737,0.0003606129796352933,0.0013970987523907223,AC015967.1,CD4+ T Cells,upregulated
