Gene,LogFC,Adjusted_PValue,Regulation
TXNL1,1.0216938,0.00029267810701272625,Upregulated
ZNRD1,1.1242595,0.00033163490698621696,Upregulated
SRPRB,1.9205809,0.00034387601686240303,Upregulated
MSMO1,1.9333024,0.0003586306950843124,Upregulated
SRA1,1.7217691,0.00037008727268071244,Upregulated
LRRC32,2.9064164,0.0003768236785835633,Upregulated
PIM1,-1.0723352,0.00040099048788653764,Downregulated
MT1X,1.10009,0.0004059065104836888,Upregulated
SAMHD1,-1.0470212,0.00041207032127609384,Downregulated
WDR43,1.1525728,0.0004585050779420238,Upregulated
PNKP,1.4104387,0.00048147161245095055,Upregulated
PFDN6,1.4161322,0.0004814839775512929,Upregulated
SLC7A5,2.482874,0.0004943710154294764,Upregulated
PSMD3,1.3751035,0.0004989391762291638,Upregulated
GARS,1.4653082,0.0005196634590462829,Upregulated
MRPS15,1.090083,0.0005196634590462829,Upregulated
PBDC1,1.3813329,0.0005375513903591825,Upregulated
CD28,1.1356541,0.0005375734306065482,Upregulated
FABP5,1.4355495,0.0005487720791904524,Upregulated
PPM1M,1.8800733,0.0005837638596421561,Upregulated
SLIRP,1.0029324,0.0005837638596421561,Upregulated
PSMB7,1.0437671,0.0006158809926182757,Upregulated
CORO1B,1.4964834,0.0006447969157378257,Upregulated
NOP16,2.0627835,0.0006827828783176336,Upregulated
CSGALNACT1,-4.2526217,0.0007213266806281254,Downregulated
TOMM40,1.2282797,0.0007221934646047366,Upregulated
TMEM126B,1.3275638,0.0007474513049683111,Upregulated
SNRPA1,1.0234143,0.0007576936538480768,Upregulated
CHORDC1,1.2076528,0.0007836920353080864,Upregulated
LITAF,-1.0826735,0.0007837610766403899,Downregulated
TNIP1,1.0008878,0.0008210730439932244,Upregulated
MRPL13,1.6439655,0.0008303514918758835,Upregulated
CCDC47,1.3639911,0.0008586307247408708,Upregulated
ERVK3-1,1.4188225,0.0008587100195541114,Upregulated
PSMD9,1.0759346,0.0009593353317524496,Upregulated
EBP,1.4873451,0.0010520782654205145,Upregulated
POU2F2,1.0748726,0.0011056665094000624,Upregulated
KDELR2,1.1279113,0.0011371221788487157,Upregulated
DERL1,1.3297831,0.0011497620913661275,Upregulated
APOBEC3G,1.5671089,0.0012332784466996026,Upregulated
PDXK,1.4153084,0.0013268223771999755,Upregulated
ACOT9,2.2405558,0.0014268816636162599,Upregulated
ALG5,1.3120967,0.0014347759370767548,Upregulated
TIPRL,1.1295239,0.0015018324546584576,Upregulated
IFI35,1.3511822,0.0015036272188611488,Upregulated
COA4,1.0309135,0.001554195770018615,Upregulated
DGKE,1.4018675,0.0016929212913591085,Upregulated
ETF1,1.6711082,0.0017205205597207978,Upregulated
SNHG15,1.2880608,0.0017644899061306702,Upregulated
PDE3B,-1.402577,0.001767539719097638,Downregulated
SORL1,-1.4897636,0.0019320907418227185,Downregulated
NARS,1.1326548,0.0019395359984645088,Upregulated
NDFIP2,2.7258213,0.002069857046506202,Upregulated
CD55,-2.9248796,0.0021703147443691583,Downregulated
RAB10,1.1969452,0.002213079010276487,Upregulated
GNL3,1.1057143,0.002213079010276487,Upregulated
COPS3,1.2163883,0.002250430733412712,Upregulated
IL27RA,1.0686728,0.002404076191998361,Upregulated
PSMD12,1.2705373,0.0024326359247610297,Upregulated
PRNP,1.3643773,0.0025270695234356324,Upregulated
PTTG1,2.1968865,0.002553971526501337,Upregulated
SRP54,1.063162,0.0025543548117194967,Upregulated
ATG3,1.1073804,0.002585575288678504,Upregulated
SRRT,1.4170097,0.0026298571045755563,Upregulated
POLD2,1.3949176,0.0026549050475896865,Upregulated
DCAF13,1.338916,0.0028240714901619744,Upregulated
CEBPG,1.7508663,0.0028569128972236045,Upregulated
ERG28,1.3116267,0.0028980753134238485,Upregulated
ERLEC1,1.144013,0.0029718868432863977,Upregulated
JUN,-1.1428456,0.0030495473803687357,Downregulated
MIR155HG,1.6196607,0.003107192472416066,Upregulated
MRPL23,1.4724627,0.003148520193129625,Upregulated
PSMB5,1.2038256,0.0033521607592150436,Upregulated
KPNA2,1.9837425,0.0034244959773678434,Upregulated
AKR1A1,1.1826543,0.003534857078459223,Upregulated
FAM207A,1.6228834,0.0035900550215745937,Upregulated
NXT1,1.2861892,0.0036497807820310714,Upregulated
TRAPPC6A,-1.4924899,0.00370477147904137,Downregulated
S1PR4,-1.1754847,0.0037970656836462773,Downregulated
RASA3,-1.9943438,0.003960629441928166,Downregulated
AHSA1,1.1412028,0.004182699128492097,Upregulated
ELP5,1.5356891,0.004275285975003507,Upregulated
NDUFB3,1.0278482,0.00433687313643779,Upregulated
FKBP4,1.2010117,0.004474597198116808,Upregulated
LPAR6,-3.0451362,0.004545718490139018,Downregulated
SMS,1.1731386,0.0046419805817724475,Upregulated
MFSD10,1.3380218,0.004708500611752476,Upregulated
HLA-DPB1,-1.5445882,0.005612447822038838,Downregulated
PSENEN,1.2774708,0.005798096837588502,Upregulated
ANXA6,1.3436085,0.005813508469996344,Upregulated
