Gene,LogFC,Adjusted_PValue,Regulation
CDKN2D,-1.6913218,0.0060678699501768634,Downregulated
IRF7,1.1253798,0.006077960369518293,Upregulated
ZNF101,-1.3928571,0.006215316191696413,Downregulated
EEF1E1,1.0333911,0.006225641777746733,Upregulated
RDH11,1.2541441,0.006742893058783056,Upregulated
COMMD8,1.4165405,0.006787186367199384,Upregulated
EIF4E2,1.1075507,0.006844390008528187,Upregulated
RTCB,1.1408976,0.007102294357347969,Upregulated
TXNDC9,1.140159,0.007356318962725174,Upregulated
SEPTIN9,-1.1305295,0.007423146882688035,Downregulated
SPPL2A,1.3072041,0.00746801575930944,Upregulated
MT1E,3.0031362,0.007491294112981179,Upregulated
PARVG,1.4564397,0.0076448289355200245,Upregulated
IER5,1.3823376,0.0076448289355200245,Upregulated
ECHDC1,1.0607206,0.008026397851648683,Upregulated
APLP2,1.0955949,0.008043548251617134,Upregulated
APOBEC3C,1.7461016,0.008237039118257548,Upregulated
BIN2,-1.169041,0.008491329839436035,Downregulated
FOSL2,1.9277469,0.00882518227004134,Upregulated
HSD17B10,1.0684329,0.008884100178066918,Upregulated
COPB2,1.0883929,0.009305597267005297,Upregulated
MAP2K3,1.3384229,0.009745058782373273,Upregulated
BTN3A2,-1.0044111,0.009798285790108335,Downregulated
