Gene,LogFC,Adjusted_PValue,Regulation
MSMO1,2.703582,6.195006850797553e-51,Upregulated
LINC-PINT,1.1699834,9.590471327264335e-51,Upregulated
HUWE1,1.6524574,1.961585966439641e-50,Upregulated
HSPA4,1.7138907,1.9754454404692967e-50,Upregulated
EML4,-1.2409965,2.0476157604500178e-50,Downregulated
SARS,1.4221119,2.187601886756736e-50,Upregulated
SRP72,1.2916166,2.3921705843371726e-50,Upregulated
MRPL41,1.2356371,2.5103161481176494e-50,Upregulated
NIFK,1.5081885,3.8826237174938205e-50,Upregulated
ENY2,1.1980681,6.800042317652387e-50,Upregulated
BCL7C,1.2622691,6.947363011638187e-50,Upregulated
SLC27A2,5.6438603,8.75396180873617e-50,Upregulated
RALA,1.4897904,9.067996025706176e-50,Upregulated
UBE2V1,1.0996993,1.2496148805798525e-49,Upregulated
SELENOH,1.0949013,1.3827939873697533e-49,Upregulated
TRMT112,1.0790825,2.319100363838801e-49,Upregulated
SNRPC,1.3395288,3.2774094976358914e-49,Upregulated
EBP,1.8134937,3.700674131087239e-49,Upregulated
PPM1G,1.206345,3.8455204992114126e-49,Upregulated
TOMM5,1.2270559,4.6016589436188185e-49,Upregulated
CDC37,1.1792566,4.784304008230993e-49,Upregulated
IGFLR1,1.8060513,7.799044091583777e-49,Upregulated
COX20,1.4682499,9.232976362898831e-49,Upregulated
APOL6,1.7721672,1.1107564609560363e-48,Upregulated
SOCS1,2.0206206,1.2553183474487249e-48,Upregulated
EIF3A,1.1440777,1.381322377111987e-48,Upregulated
NASP,1.1262103,2.5109678951154688e-48,Upregulated
MLLT6,1.5090557,2.811380225220356e-48,Upregulated
PDAP1,1.1723747,3.1275074509201245e-48,Upregulated
MDFIC,2.0354457,3.821837077737261e-48,Upregulated
UBE2L3,1.1175569,4.073141730465294e-48,Upregulated
COPB1,1.3037225,5.176031046245493e-48,Upregulated
PMAIP1,1.7512367,6.773578240543759e-48,Upregulated
EIF2S1,1.6572086,8.460166081122601e-48,Upregulated
YIF1A,1.7952257,1.7185584822752348e-47,Upregulated
UBALD2,1.3592713,1.7575880687767255e-47,Upregulated
RELB,2.1684713,1.7893477682337785e-47,Upregulated
SF3B6,1.1511573,1.856401017513398e-47,Upregulated
EWSR1,1.4715288,2.3191446427402636e-47,Upregulated
TMED2,1.3400102,3.4557005280598623e-47,Upregulated
USP14,1.5274048,3.656428213968884e-47,Upregulated
ITGB1BP1,1.6778446,4.327398320844265e-47,Upregulated
NMI,1.4854788,5.618189465057291e-47,Upregulated
RPN1,1.8692707,6.786778097797277e-47,Upregulated
PSMB7,1.3388449,7.519843266409554e-47,Upregulated
CAP1,1.0545658,1.3626154574880328e-46,Upregulated
MRTO4,2.2164078,1.440077618410724e-46,Upregulated
AHSA1,1.5743518,1.607729425045824e-46,Upregulated
SH3GLB1,1.2451547,2.629345009382489e-46,Upregulated
EIF1AX,1.0842282,3.6043234868368245e-46,Upregulated
HYOU1,2.44763,3.901490289069207e-46,Upregulated
NANS,2.4937994,4.04728242429502e-46,Upregulated
BUD23,1.6902033,4.2530195196157174e-46,Upregulated
AP2B1,1.1940783,5.377912898319351e-46,Upregulated
NUTF2,1.8519862,5.522886091156223e-46,Upregulated
VASP,1.4578321,7.190882690620632e-46,Upregulated
C9orf16,1.0329316,7.507502674046385e-46,Upregulated
CD38,5.1489186,9.021551021551369e-46,Upregulated
SEPTIN9,-2.2009685,1.1536115413563624e-45,Downregulated
DNAJC2,1.465525,1.1852436691502324e-45,Upregulated
MRPS18C,1.2803612,1.4000703285222343e-45,Upregulated
C1orf21,-2.2719808,2.2998437519801882e-45,Downregulated
TKT,1.2998695,2.690158821937485e-45,Upregulated
MIR4435-2HG,3.75294,3.0117620414147784e-45,Upregulated
G3BP2,1.1592368,3.3212155124028326e-45,Upregulated
MYO1F,-2.2055144,3.937925754931287e-45,Downregulated
CBX3,1.1231523,5.443853055750445e-45,Upregulated
RPL22L1,1.2770253,5.816152879785749e-45,Upregulated
ERLEC1,1.352312,7.021850036224514e-45,Upregulated
NCOA3,1.8323274,9.126808843960404e-45,Upregulated
ARPP19,1.4600402,9.604439462153961e-45,Upregulated
CD47,1.1610883,1.0404540437354896e-44,Upregulated
AKR1A1,1.5889735,1.0754326775791341e-44,Upregulated
NDUFA6,1.1192878,1.2812410845715594e-44,Upregulated
ASXL1,1.4424716,1.6064556111460442e-44,Upregulated
TIMM13,1.4755148,1.6643438899604557e-44,Upregulated
AURKAIP1,1.1005203,1.9028904530947406e-44,Upregulated
TOMM40,1.7926025,2.2997026238470935e-44,Upregulated
TMEM173,2.7107198,3.6622513139637454e-44,Upregulated
KLRB1,-1.6940589,3.840344504256051e-44,Downregulated
DNTTIP2,1.1531037,4.3006893256473896e-44,Upregulated
CLTA,1.1629148,5.544543592019286e-44,Upregulated
NOP14,2.085658,6.904867957739297e-44,Upregulated
SRP19,1.1024054,8.725246243449089e-44,Upregulated
CALM3,1.1325207,8.989369905746184e-44,Upregulated
NFIL3,3.390492,9.475835795010757e-44,Upregulated
METAP2,1.1174785,1.2614777570680149e-43,Upregulated
PSMD11,1.5337768,1.2873026815559848e-43,Upregulated
PSMD13,1.1399319,1.355413052394625e-43,Upregulated
ARCN1,1.4966525,1.4533413703485765e-43,Upregulated
MICOS10,1.0702431,1.6410088121207625e-43,Upregulated
SNHG15,2.60989,1.9027665975606056e-43,Upregulated
NDUFB7,1.0503354,2.034906023062887e-43,Upregulated
NDUFAF3,1.2033217,2.831882145404036e-43,Upregulated
FAS,2.755422,4.9834812592979654e-43,Upregulated
MRPL3,1.7485834,5.233673876786141e-43,Upregulated
TNIP2,1.6057508,5.23404479137489e-43,Upregulated
TIMM8B,1.44091,5.923148767445023e-43,Upregulated
BOLA3,1.7049041,7.357321255270158e-43,Upregulated
ZNF593,2.3920763,7.70780465497614e-43,Upregulated
TMCO1,1.094284,7.85194384740847e-43,Upregulated
DKC1,1.5871778,8.988650395200592e-43,Upregulated
SHFL,1.2668434,9.36732774608804e-43,Upregulated
CLIC3,-2.0015218,1.1516238816214782e-42,Downregulated
MAGOHB,1.9608285,1.7658222389067455e-42,Upregulated
PSMC5,1.0750531,1.9277932715702323e-42,Upregulated
NDUFA11,1.0181328,2.0435153826849824e-42,Upregulated
MBP,-1.2105234,2.159111423053143e-42,Downregulated
LTB,1.5025314,2.3306251452148057e-42,Upregulated
MESD,1.205215,3.354960310843557e-42,Upregulated
LSM3,1.1137686,3.5456446093966236e-42,Upregulated
MCRIP1,1.3773582,7.364813480051186e-42,Upregulated
TMEM147,1.3780001,8.167177409457404e-42,Upregulated
LRRC59,2.2337337,8.238968159530766e-42,Upregulated
HAVCR2,5.308068,8.283516330703621e-42,Upregulated
TMEM167A,1.5279541,9.045273734662119e-42,Upregulated
ELK3,1.4645569,1.3933594771506654e-41,Upregulated
PBDC1,1.5642688,1.7398565934541507e-41,Upregulated
WDR1,1.2521429,1.8211615059895437e-41,Upregulated
HSD17B10,1.470349,1.966801569507489e-41,Upregulated
RRP15,2.2342672,2.1883591959418868e-41,Upregulated
SEMA4D,1.3740917,3.625547391331645e-41,Upregulated
RPA3,1.3264441,3.6774188602041415e-41,Upregulated
EIF4A3,1.7175726,5.23878685125743e-41,Upregulated
UQCC2,1.6622602,8.336897455639347e-41,Upregulated
SRSF2,1.0304428,8.882787112147826e-41,Upregulated
HSBP1,1.5115576,8.909780054455512e-41,Upregulated
ODC1,1.4201511,1.4430979645489884e-40,Upregulated
LUC7L2,1.2339337,1.4649021989437923e-40,Upregulated
HLA-DPB1,-1.5610718,2.35163853163321e-40,Downregulated
TMEM126A,1.7099501,2.817794402886274e-40,Upregulated
EIF3M,1.0439026,3.072310138365258e-40,Upregulated
ENSA,1.0821067,3.4326244440211425e-40,Upregulated
NAA10,1.3308874,7.001658048892163e-40,Upregulated
NT5C,1.5568994,7.579952890419034e-40,Upregulated
MBD2,1.1294994,8.52643707193279e-40,Upregulated
IER3IP1,1.2940658,1.0157534885297006e-39,Upregulated
SERPINB1,1.1686528,1.0909227002631794e-39,Upregulated
DNAJC15,1.346646,1.2200820571064108e-39,Upregulated
RSAD2,3.3486507,1.9391982352818073e-39,Upregulated
TUBA4A,1.2453959,1.9425764107190897e-39,Upregulated
CISD2,1.6601195,1.976736524600259e-39,Upregulated
SEC11A,1.0372459,2.116363841300308e-39,Upregulated
BAG1,1.3350787,2.723571920639771e-39,Upregulated
G3BP1,1.2569171,3.791041326465193e-39,Upregulated
XRN1,1.1346464,4.6464715657386214e-39,Upregulated
CCSER2,-1.185435,4.649899950261137e-39,Downregulated
TMEM126B,1.5045891,5.3191275358609916e-39,Upregulated
ADGRE5,1.2681501,6.925608223487941e-39,Upregulated
MRPL13,1.4947578,7.05712272415067e-39,Upregulated
COPB2,1.459581,7.343249891158323e-39,Upregulated
OXCT1,1.8646867,8.172439439715783e-39,Upregulated
PDCD10,1.142716,1.1382142718260694e-38,Upregulated
ANAPC11,1.0370382,1.178661349259392e-38,Upregulated
SRRT,1.7062384,1.528085744955256e-38,Upregulated
TMEM243,1.5289114,2.344470091388951e-38,Upregulated
ARFGAP3,1.2318505,2.3496994539470324e-38,Upregulated
LSM2,1.2048126,2.986932505117645e-38,Upregulated
LINC00513,2.0231357,3.0533796416364366e-38,Upregulated
ATM,-1.7505482,3.765875611987114e-38,Downregulated
CCDC47,1.7569588,4.0234333618991817e-38,Upregulated
COA4,1.4848077,5.988007367287405e-38,Upregulated
RPS4Y1,-1.198283,6.068933788523843e-38,Downregulated
GDI2,1.1751851,6.516439650845931e-38,Upregulated
PRNP,1.6559052,7.631325120644153e-38,Upregulated
PDE3B,-2.4978077,1.5910783285837755e-37,Downregulated
NRBP1,1.3894169,1.6846846016319536e-37,Upregulated
PIK3IP1,-1.9196428,1.7258040524584712e-37,Downregulated
EBNA1BP2,1.6809359,1.9541860733104163e-37,Upregulated
RNH1,1.160466,2.4092482943539378e-37,Upregulated
MRPS15,1.2197274,2.886630778668794e-37,Upregulated
CHCHD1,1.4044597,3.7310833087211965e-37,Upregulated
DTX3L,2.0880995,4.130964661760051e-37,Upregulated
MAML2,2.3314242,5.281851749138812e-37,Upregulated
MARS,2.3043804,6.940312996666229e-37,Upregulated
AC016831.5,1.9774215,6.940312996666229e-37,Upregulated
HK1,2.001005,7.4168518852038015e-37,Upregulated
DERL2,1.404964,9.205591639478868e-37,Upregulated
ALYREF,1.6406512,1.423962890675153e-36,Upregulated
MRPL21,1.4116901,1.696573959334316e-36,Upregulated
RER1,1.0717971,1.818090583062701e-36,Upregulated
DUSP4,1.3976438,2.952211937314022e-36,Upregulated
LEPROTL1,-1.1951189,2.977603718326437e-36,Downregulated
CLIP1,1.329995,3.2607211973135356e-36,Upregulated
GTF2A2,1.0547585,4.071561900069979e-36,Upregulated
RHOH,1.1283574,5.73337713255914e-36,Upregulated
ACTN4,1.029783,5.7638313645212395e-36,Upregulated
COPZ1,1.1136026,8.253130314874019e-36,Upregulated
IFITM1,1.8700855,8.381620276455002e-36,Upregulated
APEX1,1.4864041,1.1153163875401963e-35,Upregulated
SNF8,1.1855296,1.346328278975914e-35,Upregulated
EXOC2,2.3515706,1.6574663112085902e-35,Upregulated
TXNL4A,1.0448569,2.635838549207076e-35,Upregulated
TMED5,1.6288483,3.079284797739152e-35,Upregulated
DDOST,1.229716,3.191655717914427e-35,Upregulated
RBCK1,1.0655514,3.307428013235425e-35,Upregulated
NDUFB6,1.2797081,3.908932136676832e-35,Upregulated
ADAM19,4.0686197,5.725346655379307e-35,Upregulated
IMP4,1.7718129,6.228800574911041e-35,Upregulated
NDUFA2,1.0179975,8.434980257009774e-35,Upregulated
CCDC167,1.1129538,1.2700859767529685e-34,Upregulated
RAB10,1.5031954,1.3298607321161468e-34,Upregulated
KPNB1,1.0248107,1.456101025127008e-34,Upregulated
SZRD1,1.311241,1.6644848544953107e-34,Upregulated
LMO4,1.7102809,1.8827261083053867e-34,Upregulated
SMARCA5,1.0097214,1.9463205334761e-34,Upregulated
WDR46,2.1279247,1.994207896346655e-34,Upregulated
STOML2,1.4664285,2.2039213677930915e-34,Upregulated
PFDN6,1.3463957,2.5649604077432054e-34,Upregulated
CDC123,1.2587094,2.7154767904970953e-34,Upregulated
TAP2,1.8121281,3.7981896664432464e-34,Upregulated
NAA20,1.3370328,3.818383904236905e-34,Upregulated
SRA1,1.519658,5.078358343844581e-34,Upregulated
PDE4B,1.1062164,5.533846979751937e-34,Upregulated
AC017002.3,5.6512933,5.898028960173554e-34,Upregulated
PSMB5,1.7162575,6.095148682345413e-34,Upregulated
LINC01871,1.0089542,6.8745603955328185e-34,Upregulated
MYO1G,1.9372728,7.509963238042963e-34,Upregulated
ATP5PB,1.0171826,7.538380106994073e-34,Upregulated
NOLC1,1.6928174,7.757429520116881e-34,Upregulated
ILF3,1.1377594,8.707785719422607e-34,Upregulated
NONO,1.0790973,1.1280504256744136e-33,Upregulated
MRPL4,1.5224575,1.1995770283178179e-33,Upregulated
NUCB2,1.2703937,1.224363697323902e-33,Upregulated
GRPEL1,1.7394931,1.3111852852630294e-33,Upregulated
PPP4R2,1.2874647,1.548432667140315e-33,Upregulated
MRPL33,1.0726997,1.8046547723811116e-33,Upregulated
DHX9,1.2066474,2.0251817570404103e-33,Upregulated
NAPA,1.2515273,2.1281466817158745e-33,Upregulated
HSPB11,1.155783,2.5464986107474826e-33,Upregulated
NXT1,1.581282,2.857288979034813e-33,Upregulated
KLF2,-1.650418,3.11958557415923e-33,Downregulated
MRPL14,1.2450012,3.209062416090058e-33,Upregulated
FASLG,2.2033944,3.262942352846297e-33,Upregulated
ABCE1,1.5237125,4.3529488686048277e-33,Upregulated
UTP11,1.7338463,4.790833361732349e-33,Upregulated
HERC6,2.794807,4.9539479087666866e-33,Upregulated
FKBP4,1.7938725,5.123758563744146e-33,Upregulated
ERG28,1.6089268,6.249775598792209e-33,Upregulated
COX16,1.0887048,1.0299094014741872e-32,Upregulated
AP3M2,1.6197951,1.2956300143952957e-32,Upregulated
CEBPZ,1.0956622,1.3125419569133987e-32,Upregulated
MRPL11,1.3597814,1.406222231384353e-32,Upregulated
TXNL1,1.0974858,1.903322043529444e-32,Upregulated
MRPL47,1.1846586,1.9695494019512956e-32,Upregulated
EEF1E1,1.5038683,2.1967768330850315e-32,Upregulated
DCAF13,1.6773647,2.5092106934195674e-32,Upregulated
ZNFX1,1.647616,2.570264919906509e-32,Upregulated
SP140,1.3309096,2.6956817634726986e-32,Upregulated
NFAT5,1.8114202,3.4083128368438923e-32,Upregulated
SORL1,-2.126441,3.5621744741127827e-32,Downregulated
LDLR,3.2755506,3.7330656370056886e-32,Upregulated
TMOD3,1.0512803,3.7563020605630656e-32,Upregulated
GLRX3,1.3652711,4.990973546022184e-32,Upregulated
REXO2,1.241265,5.675950741507065e-32,Upregulated
TIPRL,1.3360217,5.911810003483233e-32,Upregulated
TSC22D3,-1.4321766,6.071278464959267e-32,Downregulated
GLUD1,1.8855834,6.394589930645923e-32,Upregulated
DYNC1I2,1.009412,7.126092207144903e-32,Upregulated
BCL2A1,1.8347371,7.625356717487236e-32,Upregulated
PSMD9,1.0498697,8.144591603417094e-32,Upregulated
TRAPPC4,1.196809,1.075331625951954e-31,Upregulated
RPF2,2.0088658,1.101253592302779e-31,Upregulated
BCAP31,1.0514697,1.1180818479454447e-31,Upregulated
DNPH1,1.106123,1.4944777936761301e-31,Upregulated
SOCS2,5.106071,1.7843695519823407e-31,Upregulated
PITPNB,1.2302599,1.9175696119609126e-31,Upregulated
LSM6,1.1191312,2.09106351143068e-31,Upregulated
MTFP1,1.8369292,2.280136048799699e-31,Upregulated
SLC35B1,1.7816136,2.588498701794636e-31,Upregulated
PRDX3,1.7619985,3.367351219681719e-31,Upregulated
ZNRD2,1.590931,3.3760005639543905e-31,Upregulated
SUGT1,1.1090419,3.4733615979366398e-31,Upregulated
RAB8B,1.4243344,3.57510661887988e-31,Upregulated
KPNA2,2.3962662,3.749344298201982e-31,Upregulated
PSMC6,1.1061314,4.5326617727930315e-31,Upregulated
DDX1,1.4205862,4.716851350840483e-31,Upregulated
PIM1,1.1266217,4.777599984450048e-31,Upregulated
UBE2F,1.4869877,1.5218312859287145e-30,Upregulated
SOCS3,2.050701,1.7131786765602747e-30,Upregulated
RPA2,1.0247433,2.7657894540224985e-30,Upregulated
ITPA,1.5455077,2.9483448650509433e-30,Upregulated
GMPPB,2.646286,2.952575861116009e-30,Upregulated
DCUN1D5,1.5899009,3.679373630179593e-30,Upregulated
IGF2R,1.4995043,4.276660669219853e-30,Upregulated
PAICS,2.7202485,4.921369991250213e-30,Upregulated
PSMD3,1.4721259,5.533993630154337e-30,Upregulated
MRPL12,1.6235284,6.168808747715626e-30,Upregulated
ALG5,1.3945597,6.516462533996687e-30,Upregulated
PPM1K,1.0807518,7.890628751645955e-30,Upregulated
THOC7,1.0022975,8.117520811963289e-30,Upregulated
MGAT2,2.0341964,9.12124460620223e-30,Upregulated
UBE2S,1.1683078,1.0115003599852239e-29,Upregulated
NDUFAF2,1.639832,1.0411002022451599e-29,Upregulated
CCDC124,1.233391,1.074127281503937e-29,Upregulated
DDX60,1.7406704,1.1014868359169927e-29,Upregulated
METTL26,1.0857418,1.1014868359169927e-29,Upregulated
CLPP,1.1072457,1.3055740204577872e-29,Upregulated
NOP16,2.7279081,1.5214897423196848e-29,Upregulated
AUTS2,-2.5030417,1.6558066593262413e-29,Downregulated
MRPL27,1.5438949,2.0171973319264912e-29,Upregulated
SNRNP70,1.0213099,2.3483723757839968e-29,Upregulated
PTBP1,1.237334,3.1220289224280816e-29,Upregulated
TRIM22,1.2707211,3.205715167951321e-29,Upregulated
NDUFAF8,1.1207306,3.3051465946915103e-29,Upregulated
FAM174C,1.190963,4.037454284462249e-29,Upregulated
EMG1,1.4425391,4.6871308356448454e-29,Upregulated
GNPTAB,1.2107891,4.8916930201520425e-29,Upregulated
PNPT1,2.0097284,5.288286329860285e-29,Upregulated
RGS16,3.1912215,5.987558815927321e-29,Upregulated
P2RX5,2.5093317,6.324792226452899e-29,Upregulated
RNF166,-2.5323892,7.189349406450105e-29,Downregulated
UFD1,1.0556046,9.582639470163703e-29,Upregulated
HAPLN3,3.9648297,1.0079085134110385e-28,Upregulated
TRADD,1.1529633,1.0546795282904639e-28,Upregulated
STAU1,1.1149521,1.2054058066225682e-28,Upregulated
DESI1,1.9441223,1.2082758610858483e-28,Upregulated
AUP1,1.0509522,1.409330956463929e-28,Upregulated
ARHGAP26,1.2401356,1.5795056609279565e-28,Upregulated
CLTC,1.2376151,1.6829740065617515e-28,Upregulated
RDX,1.4729606,1.8032574911382188e-28,Upregulated
MAPKAPK3,2.3491757,2.0242853266801115e-28,Upregulated
FKBP3,1.1142832,3.1171284808885004e-28,Upregulated
SEC61A1,1.7115247,3.163496344115662e-28,Upregulated
ARHGEF1,-1.539012,3.9179337970717454e-28,Downregulated
SEC13,1.4668473,4.94420055301661e-28,Upregulated
S100A4,-1.0659659,5.730030013239657e-28,Downregulated
SHMT2,2.3413234,6.929316130517065e-28,Upregulated
PSMD6,1.0666234,8.60586558969408e-28,Upregulated
VBP1,1.3117154,8.620650032661563e-28,Upregulated
COPRS,2.616231,8.998204181719977e-28,Upregulated
ACTA2,2.302403,9.909865915000938e-28,Upregulated
TNFRSF18,2.53693,1.0113183012469752e-27,Upregulated
FUOM,2.3119614,1.051204757572417e-27,Upregulated
SPTY2D1,1.2721341,1.1881287824264675e-27,Upregulated
AC058791.1,1.8914229,1.212854094441285e-27,Upregulated
EMC6,1.0321729,1.44995631587217e-27,Upregulated
TIMM17A,1.7665164,1.6490799191900124e-27,Upregulated
KIF21A,1.3495195,1.7809197578625415e-27,Upregulated
UBE2A,1.2323577,1.8952785105674018e-27,Upregulated
FYB1,-1.186701,1.896942413146602e-27,Downregulated
PSMC2,1.3525516,2.138472096191882e-27,Upregulated
PFKP,1.7506646,2.800933629564493e-27,Upregulated
GTF2H5,1.0951641,2.9089916446187166e-27,Upregulated
ZNRF1,1.6179641,2.915795014396419e-27,Upregulated
MRPS36,1.142376,2.9397100906454393e-27,Upregulated
SQOR,1.5215048,3.1161584753634774e-27,Upregulated
MRPS7,1.034376,3.69283669635861e-27,Upregulated
LTV1,1.8317965,3.9848642866609736e-27,Upregulated
RRP7A,1.4009806,4.235102435903142e-27,Upregulated
PNP,1.4919345,4.465561879582394e-27,Upregulated
SAR1A,1.4036288,4.50114204830531e-27,Upregulated
TMEM70,1.7978668,4.668806190692878e-27,Upregulated
MCTS1,1.105549,5.7249921191068056e-27,Upregulated
SMIM12,1.2368324,6.474494007084256e-27,Upregulated
NUCB1,1.1921601,7.463320441990404e-27,Upregulated
TXNDC15,1.7513645,7.805214978186678e-27,Upregulated
GPRIN3,1.8579321,9.998421610517766e-27,Upregulated
GALM,1.2519636,1.1980523631907814e-26,Upregulated
ZNRD1,1.0055972,1.2655445496331091e-26,Upregulated
IMPDH2,1.4229163,1.4182296914964626e-26,Upregulated
YBX3,1.6965309,1.462719163815251e-26,Upregulated
GNG10,1.2362489,1.6158325993284695e-26,Upregulated
CCL3L1,2.5336716,1.708035840865687e-26,Upregulated
TANK,1.288866,1.758566167154447e-26,Upregulated
POLR2E,1.1207044,1.8967824814613497e-26,Upregulated
MAPRE1,1.1502324,1.9418728501915152e-26,Upregulated
SDF4,1.1347747,2.0869931230764894e-26,Upregulated
NFKB2,1.4945345,2.276512259238593e-26,Upregulated
DYNLT1,1.0246049,2.4225985620462104e-26,Upregulated
GCHFR,-1.6711164,2.4578551229780487e-26,Downregulated
KARS,1.4148482,2.836825590954497e-26,Upregulated
ERCC1,1.6873325,3.3229535369676354e-26,Upregulated
IER3,1.2037592,3.32417850215918e-26,Upregulated
ETF1,1.5538154,3.428442209361236e-26,Upregulated
DPH3,1.5169348,3.5703827368435227e-26,Upregulated
MDH1,1.0033959,4.5853164563618307e-26,Upregulated
IL27RA,1.4150366,4.603850685119459e-26,Upregulated
AHNAK,-1.5243979,7.080262237022132e-26,Downregulated
SSR1,1.0352868,8.457816425882765e-26,Upregulated
ANTKMT,1.2942673,9.464703423134763e-26,Upregulated
ETHE1,1.2316236,1.1513238062709553e-25,Upregulated
EIF2A,1.2908709,1.230742017375377e-25,Upregulated
TNIP3,2.8712518,1.5130383193291133e-25,Upregulated
IARS,1.814365,1.5293860356434536e-25,Upregulated
IFIH1,1.9204828,1.6395653122522746e-25,Upregulated
VPS29,1.0260457,1.855738158041846e-25,Upregulated
POLE4,1.0973582,2.210237306422298e-25,Upregulated
STRAP,1.042889,2.452166434422367e-25,Upregulated
GNL2,1.9066323,2.552236522141157e-25,Upregulated
GADD45B,1.1852559,2.601000651156403e-25,Upregulated
ETV6,2.528784,2.605102083667978e-25,Upregulated
MFSD10,1.1247219,3.3118935129834053e-25,Upregulated
MAD2L2,1.9377228,4.701302369456293e-25,Upregulated
DOCK10,1.3989115,4.723743826064426e-25,Upregulated
PWP1,1.1306326,5.598628651958634e-25,Upregulated
ESF1,1.2143532,5.793628049257746e-25,Upregulated
KLRC1,1.5277382,5.951944970723243e-25,Upregulated
IFIT1,3.602883,6.151789963348313e-25,Upregulated
ACAA2,1.578429,6.184795201638387e-25,Upregulated
CCR7,1.3196973,7.813287609710918e-25,Upregulated
ECHDC1,1.142855,8.156393675166781e-25,Upregulated
ARL1,1.5260656,1.0346894088599818e-24,Upregulated
AK2,1.6506032,1.3317724139140634e-24,Upregulated
POLR2H,1.3297166,1.4161163148727328e-24,Upregulated
PDHA1,1.4070449,1.603063514112868e-24,Upregulated
IFI27L2,1.0104787,1.6095322854658519e-24,Upregulated
PSENEN,1.1154457,1.636406426819543e-24,Upregulated
MRPL23,1.7528847,1.9424173553360473e-24,Upregulated
LACTB,1.9540927,2.2427436615104575e-24,Upregulated
HPRT1,1.6170584,2.5136917472727747e-24,Upregulated
STX11,2.5657706,3.0919704337834053e-24,Upregulated
HSPB1,1.4986749,4.303111164672889e-24,Upregulated
PMM2,2.1111164,4.373900809049733e-24,Upregulated
UBA2,1.0656166,4.8309776530795394e-24,Upregulated
INSIG1,1.7956426,6.400755279031684e-24,Upregulated
TNRC6B,-1.2458273,7.029351137204812e-24,Downregulated
GGCT,1.651447,8.966436145579483e-24,Upregulated
TXLNA,1.7830479,1.0435196330004984e-23,Upregulated
DYNC1LI1,1.1856859,1.2210542670532215e-23,Upregulated
MRPL15,1.8171152,1.5056257341116358e-23,Upregulated
CD151,2.4458284,1.8053727155043233e-23,Upregulated
AC016831.1,2.5305507,2.2037119198969488e-23,Upregulated
IMMT,1.1160928,2.266550966162124e-23,Upregulated
BCCIP,1.5311654,2.3392595794431992e-23,Upregulated
HMGCR,2.6121051,2.5996663100436783e-23,Upregulated
USP18,3.4225433,2.771036377924599e-23,Upregulated
SRP68,1.5300499,2.920856675104711e-23,Upregulated
CD320,1.8397361,3.127819988413845e-23,Upregulated
RNF145,1.3776436,3.197940815969079e-23,Upregulated
MRPS23,1.1685911,3.6317011767800195e-23,Upregulated
TNFSF14,1.8580352,3.786683526067741e-23,Upregulated
AKNA,-1.7310158,3.9763031943862617e-23,Downregulated
TIMM10,1.6225135,4.117752995658383e-23,Upregulated
FAM207A,1.6530778,4.45355724317794e-23,Upregulated
POLD2,1.5179906,4.5058374433069205e-23,Upregulated
MAT2A,2.1470702,5.351879723345948e-23,Upregulated
MVP,1.5711627,6.143985944325439e-23,Upregulated
TFRC,2.1919568,6.50268840524869e-23,Upregulated
MRPL28,1.1689135,6.776055180261585e-23,Upregulated
PABPC4,1.1930839,7.106686843568932e-23,Upregulated
OAS3,3.0912566,7.500273779562329e-23,Upregulated
SSRP1,1.1880823,8.717742029327348e-23,Upregulated
PAK1IP1,1.9347167,9.680200063695109e-23,Upregulated
RPL26L1,1.2587303,9.69219805235423e-23,Upregulated
LEO1,1.3509067,1.2540314957811793e-22,Upregulated
EIF4E2,1.1247107,1.274153042508684e-22,Upregulated
JARID2,1.5421714,1.7567869921411345e-22,Upregulated
NDUFA9,1.1314033,1.7567869921411345e-22,Upregulated
SMIM15,1.6765946,1.8972723159797206e-22,Upregulated
BMS1,1.3161993,2.1001060300737798e-22,Upregulated
MRPL17,1.7278954,2.3331967866514723e-22,Upregulated
CCND3,1.0051267,2.356397666535369e-22,Upregulated
ICOS,2.6972332,3.2689544153903298e-22,Upregulated
PNO1,2.1964622,3.489626064184194e-22,Upregulated
CMSS1,1.5403091,3.9748314266251074e-22,Upregulated
JOSD2,1.2402364,4.760416814505986e-22,Upregulated
TRMT6,1.7328373,4.805634864768951e-22,Upregulated
RARS,1.4867849,5.835574250214627e-22,Upregulated
CARS,1.7989852,6.504185996762988e-22,Upregulated
TFAM,1.1052364,7.075754723802878e-22,Upregulated
TC2N,-2.0081387,7.437881915148621e-22,Downregulated
ANKLE2,1.2255301,8.073296690464268e-22,Upregulated
CNOT6L,-1.0745015,8.157165450289211e-22,Downregulated
EIF3B,1.1193541,8.261848293204798e-22,Upregulated
TMEM205,1.517917,9.43242311627419e-22,Upregulated
ACSL4,2.1068265,9.487886782231979e-22,Upregulated
LYPLA2,1.3195217,1.3436522957165448e-21,Upregulated
AK6,1.2954085,1.3672619136975995e-21,Upregulated
ATIC,1.8365076,1.5898934179202426e-21,Upregulated
MAP2K3,1.1884181,1.8954571965967517e-21,Upregulated
PSAT1,4.537098,1.9479171759225537e-21,Upregulated
PDXK,1.2471066,2.1163762068890474e-21,Upregulated
TCERG1,1.3514347,2.2071937456376933e-21,Upregulated
GNPDA1,1.6882112,2.2377121986785376e-21,Upregulated
MRPL18,1.0654533,2.3630152551849443e-21,Upregulated
SCO2,1.7015268,2.3798560315180773e-21,Upregulated
PPAN,1.437808,2.9798306273842804e-21,Upregulated
