Gene,LogFC,Adjusted_PValue,Regulation
EIF2S1,1.1459551,2.083841111545488e-05,Upregulated
EMB,-1.1352272,2.083841111545488e-05,Downregulated
HSPB1,1.3489009,2.1231004577399658e-05,Upregulated
MRPL13,1.6898748,2.1258150274235322e-05,Upregulated
HDAC7,1.7009971,2.163758384172194e-05,Upregulated
G3BP1,1.019254,2.207300960303526e-05,Upregulated
PFKP,1.3683596,2.213851915525191e-05,Upregulated
TUBA4A,1.0383227,2.2757454063324686e-05,Upregulated
AHSA1,1.3148309,2.2799470177032738e-05,Upregulated
TTC3,-1.0820063,2.289665407969767e-05,Downregulated
BMS1,1.4897407,2.311916865606687e-05,Upregulated
CLINT1,1.2806058,2.3330759420474512e-05,Upregulated
NDUFB6,1.2227396,2.3334886965644774e-05,Upregulated
WDR43,1.2494098,2.3772888972980927e-05,Upregulated
DERL2,1.2824303,2.559585397124097e-05,Upregulated
PTTG1,2.350196,2.636605654837059e-05,Upregulated
SURF2,1.360898,2.7937662316926293e-05,Upregulated
DCAF13,1.498933,2.929498902083716e-05,Upregulated
PIM1,-1.108948,2.9757708928357075e-05,Downregulated
DNAJC15,1.0848621,3.3492584087733004e-05,Upregulated
EMG1,1.539213,3.535293365808769e-05,Upregulated
CFAP298,1.054981,3.586780473615757e-05,Upregulated
TIMM10,1.70175,3.673070745164724e-05,Upregulated
TSC22D3,-1.2018042,3.8969082204442986e-05,Downregulated
NCOA3,1.2220906,4.535769122464288e-05,Upregulated
GRPEL1,1.6665412,4.772504234025481e-05,Upregulated
ICOS,1.4419123,5.050063560211587e-05,Upregulated
C4orf48,1.1178145,5.848601887835081e-05,Upregulated
NANS,1.4496608,5.887608939313892e-05,Upregulated
SATB1,1.1448746,5.891936352888056e-05,Upregulated
PCMT1,1.0304533,6.126667412156725e-05,Upregulated
CLTB,1.0979283,6.167474351454166e-05,Upregulated
ZNF101,-1.8297198,6.53619668831364e-05,Downregulated
PITPNC1,1.6108677,6.953293180176136e-05,Upregulated
FAM174C,1.0358602,7.386480285253395e-05,Upregulated
EPSTI1,1.4014239,7.456577381185831e-05,Upregulated
USP14,1.1606514,7.456577381185831e-05,Upregulated
DYNC1I2,1.0031779,7.505842360357173e-05,Upregulated
SUGT1,1.0323626,7.547396038810849e-05,Upregulated
PAK1IP1,1.7695496,8.107279227239167e-05,Upregulated
ETF1,1.7879175,8.470598351625128e-05,Upregulated
HSD17B10,1.2552596,8.891635724603823e-05,Upregulated
PICALM,1.7626235,9.305097321184291e-05,Upregulated
UFM1,1.0827674,9.535250203303972e-05,Upregulated
TOMM40,1.2405369,0.00010469837572362934,Upregulated
TNIP1,1.0576363,0.00010518416197595702,Upregulated
SPATS2L,1.8137963,0.00010836142840519447,Upregulated
RASA3,-2.4872205,0.00010836142840519447,Downregulated
IER3IP1,1.0905885,0.00011663383581728793,Upregulated
SEC13,1.6765349,0.00011818995147022002,Upregulated
PSENEN,1.4630778,0.00011840114873357426,Upregulated
ADTRP,-1.5038527,0.00012607711810485065,Downregulated
HSBP1,1.111624,0.0001305691490053726,Upregulated
SORL1,-1.6398141,0.00013375071716765827,Downregulated
SLC7A5,2.4934125,0.00013813641392909393,Upregulated
MRPL1,1.4520462,0.00013813641392909393,Upregulated
YWHAH,1.2598339,0.00013841441775344176,Upregulated
CTSC,1.0893489,0.00013841441775344176,Upregulated
ADD3,-1.4926026,0.00014148562282477638,Downregulated
TRAPPC4,1.0576149,0.00014517901139921946,Upregulated
ZYX,1.5298095,0.00015675531324519905,Upregulated
SLC1A5,2.638936,0.00015779886985795195,Upregulated
IARS,1.6547295,0.00015995914323381166,Upregulated
ANXA6,1.4859757,0.00016348506863483767,Upregulated
PSMB5,1.2555355,0.00016352352075491258,Upregulated
SRPRB,1.8112153,0.0001700556125977311,Upregulated
GAR1,1.4082901,0.00017070721510399446,Upregulated
AATF,1.0970883,0.00017083570282781766,Upregulated
ERVK3-1,1.3143815,0.00017157841889273338,Upregulated
CISD3,1.3931285,0.00017303145048013497,Upregulated
CD28,1.0854781,0.00018742131128998482,Upregulated
MAGT1,1.9022871,0.00019730616455360654,Upregulated
GLRX3,1.1881484,0.00020805799327005482,Upregulated
MIR155HG,1.6773119,0.00022036769948802998,Upregulated
LYAR,1.2291831,0.00023496505506906239,Upregulated
TMEM126B,1.2831401,0.00023597429247846112,Upregulated
LMNB1,1.583672,0.00024303262296104545,Upregulated
SUCLG1,1.0551751,0.00024469002948455135,Upregulated
CHORDC1,1.1747696,0.00024475224499677367,Upregulated
GTPBP6,1.2008165,0.00025313992784542456,Upregulated
MLF2,1.0277227,0.0002621952618294184,Upregulated
ATP2A2,2.054905,0.0002685831564175107,Upregulated
ZBTB20,-2.0976286,0.00027081376692745596,Downregulated
SLC35B1,1.8409332,0.00027285992736629294,Upregulated
LPAR6,-4.0459747,0.00027285992736629294,Downregulated
KPNA2,2.0230882,0.0002865724649224679,Upregulated
IQGAP2,-1.0386294,0.0002916982291104122,Downregulated
EWSR1,1.1472588,0.00029250373524272033,Upregulated
POLR2F,1.0035154,0.00032572199415518516,Upregulated
UBE2S,1.175537,0.00032580965854232753,Upregulated
LEF1,-1.2227883,0.00033028934411543395,Downregulated
RDH11,1.3357158,0.0003372481975463391,Upregulated
MAP4,1.0492674,0.0003468334849976204,Upregulated
TWISTNB,1.5319215,0.0003487435771451239,Upregulated
GTPBP4,1.1007142,0.00034901252344455685,Upregulated
HMGCR,2.343367,0.000362812755495026,Upregulated
EFHD2,1.0494473,0.00037097188792249155,Upregulated
SMS,1.3270174,0.00037180677038428655,Upregulated
EIF4A3,1.1709452,0.00038286736833239627,Upregulated
NOP16,1.9418368,0.00038391671443912336,Upregulated
DCPS,1.52509,0.0003862146232582077,Upregulated
MRTO4,1.1043813,0.00039148229995574727,Upregulated
GK,1.7135241,0.00039390709079023723,Upregulated
STOML2,1.0818484,0.00039421211207476116,Upregulated
NDUFB3,1.0481118,0.00041114054405197263,Upregulated
EMC7,1.0133508,0.00041246826152067174,Upregulated
DERL1,1.278171,0.00041400312662488915,Upregulated
MRPL16,1.2330872,0.0004196680860226259,Upregulated
CSGALNACT1,-3.3073752,0.0004230881020558896,Downregulated
CLPTM1L,1.3595881,0.00042883408826443,Upregulated
MRPL12,1.552609,0.00044512908506752524,Upregulated
ALYREF,1.1661457,0.00044512908506752524,Upregulated
PAICS,1.5646453,0.0004523931660470545,Upregulated
MRPL4,1.0821359,0.00045709224590793814,Upregulated
MRPS23,1.1394252,0.00046327696725848846,Upregulated
LTV1,1.4004818,0.00046954114560808844,Upregulated
IFI35,1.311122,0.00047234067779142197,Upregulated
JUN,-1.1671017,0.00048269005601080805,Downregulated
UBE2Z,1.0272567,0.000494839714415169,Upregulated
ZNF593,1.2889745,0.0005116257188774045,Upregulated
HLA-DPB1,-1.6219338,0.0005116257188774045,Downregulated
MRPL24,1.434121,0.0005130200524075857,Upregulated
TXNDC9,1.2238971,0.0005193255575749359,Upregulated
GART,1.5389274,0.0005212448789930342,Upregulated
NT5C,1.0221151,0.0005302974539165572,Upregulated
SIT1,1.2965149,0.0005552878705913499,Upregulated
TSPYL2,1.1255867,0.0005861072666823695,Upregulated
LAP3,1.0843325,0.0005991759852218072,Upregulated
TAP2,1.5768934,0.0006076544091390576,Upregulated
MRPL23,1.4880939,0.0006116434544377158,Upregulated
ITPA,1.1790215,0.0006470516815551439,Upregulated
ASCC3,1.3911059,0.0006558606203814738,Upregulated
IFIT3,1.7443413,0.0006819045277939486,Upregulated
TMEM126A,1.1048024,0.0007318529495799762,Upregulated
ORMDL2,1.0690501,0.000786852078564041,Upregulated
ETHE1,1.1096581,0.00080477029725956,Upregulated
OSTF1,1.0322313,0.0008206126546801429,Upregulated
OLA1,1.0385343,0.0008677628279024583,Upregulated
NOP14,1.2104057,0.000878704968480609,Upregulated
TOR1AIP1,1.3559686,0.0009735008495381016,Upregulated
RPN1,1.1395214,0.0010136856637993012,Upregulated
PDXK,1.2541027,0.0010621573556551867,Upregulated
COMMD1,1.4867511,0.0010697426853674495,Upregulated
RPF2,1.4545655,0.0011542782176511886,Upregulated
CISD2,1.2048832,0.0011850935950163347,Upregulated
GPRIN3,1.1920773,0.0012571720630484761,Upregulated
LRRC59,1.6051904,0.0012909805622471414,Upregulated
MPHOSPH10,1.0256068,0.0013855149009768608,Upregulated
NMI,1.0625207,0.0013916546030433253,Upregulated
WDR46,1.4139284,0.0014188668998388555,Upregulated
CDKN2D,-1.7628776,0.0014461466159005737,Downregulated
COA6,1.131749,0.0014788499612508274,Upregulated
NRBP1,1.0593357,0.0014867383961260122,Upregulated
RNF125,-1.464094,0.001515702947561799,Downregulated
ARCN1,1.3333896,0.0015272517268710942,Upregulated
RTCB,1.0966159,0.0015473104451858384,Upregulated
SACS,1.6880069,0.0015484977093797232,Upregulated
NELFE,1.0506852,0.0015484977093797232,Upregulated
SLC43A3,2.5589895,0.0015968887909204687,Upregulated
PFDN6,1.1119436,0.0015988345809575517,Upregulated
ARHGAP18,2.7294383,0.0016227216475729338,Upregulated
ATG3,1.0170351,0.0016340711917910216,Upregulated
SREBF2,2.2698503,0.0017389178744379548,Upregulated
SQOR,1.08011,0.001833433126759322,Upregulated
RIOK1,1.7696934,0.0019397753983958523,Upregulated
SLC38A2,1.0767249,0.0020707917623824703,Upregulated
HARS,1.2800294,0.0020866914838031233,Upregulated
RRP7A,1.2486408,0.0021487586146691417,Upregulated
DPH3,1.4262286,0.0022228371224109803,Upregulated
SLC25A39,1.14232,0.002387598508579167,Upregulated
SAMD9L,1.1841495,0.0023894075862976654,Upregulated
CDC14A,1.3685346,0.002566832203080865,Upregulated
PDCL3,1.0096648,0.0025801133745000223,Upregulated
SNRPA,1.0285159,0.0026206820435802215,Upregulated
ALG5,1.0471011,0.002678624431385467,Upregulated
TMEM70,1.2368064,0.0027114434622433365,Upregulated
CCDC18-AS1,-1.695407,0.0027754318494546816,Downregulated
JAZF1,2.1852472,0.002794624014940666,Upregulated
CHCHD1,1.0506951,0.0028755185486645696,Upregulated
COPB2,1.0814967,0.002960124303543852,Upregulated
MRPL15,1.5639052,0.003062812135065932,Upregulated
MRPL36,1.0346469,0.003078502475848064,Upregulated
IL21R,1.5073323,0.0031539922814282687,Upregulated
CST7,1.015327,0.003186340704806097,Upregulated
DOCK2,1.0901023,0.0033178376344051943,Upregulated
CCDC82,1.0487438,0.003411396714721477,Upregulated
PCMTD1,-1.719589,0.0034551803784998816,Downregulated
ZC3H12D,1.55884,0.0034847854022949467,Upregulated
SNHG3,1.0177828,0.0035100811007345223,Upregulated
PITPNA,1.3284053,0.0035325005438763277,Upregulated
CENPX,1.1312104,0.0035367064006761005,Upregulated
GPR171,-2.1620927,0.003647007695923726,Downregulated
ZFP36,-1.4907814,0.00372674452440873,Downregulated
PDHA1,1.0724325,0.003740807295675403,Upregulated
LTA,1.5407736,0.003767097403164538,Upregulated
MED8,1.4308133,0.0038004640456291918,Upregulated
DYNC1LI1,1.0147524,0.003820981833029514,Upregulated
ACTN4,1.0174059,0.00385847901433554,Upregulated
CDKN1A,1.8270481,0.003966252641460328,Upregulated
NOC3L,1.2413672,0.004166919482961696,Upregulated
UBAP2L,1.4940666,0.004365058728521024,Upregulated
TANK,1.1967185,0.004489779196826884,Upregulated
MRPS35,1.091154,0.004489779196826884,Upregulated
ID3,1.4639475,0.004527605239559383,Upregulated
SLC12A6,1.7730016,0.0045556464993717904,Upregulated
REL,1.0000268,0.004568763251392146,Upregulated
RBM42,1.1708896,0.0046400708402970945,Upregulated
ACTL6A,1.3769336,0.0046435841965810805,Upregulated
PNKP,1.0970854,0.004656534856194682,Upregulated
SNHG15,1.1375511,0.004721139081027629,Upregulated
CD55,-2.1048844,0.004721139081027629,Downregulated
SEPTIN9,-1.0911444,0.004776627159703029,Downregulated
KLF3,-1.1108584,0.004786345926001376,Downregulated
ENDOD1,2.4109323,0.004806212113007689,Upregulated
SLC25A45,-2.7304122,0.004840421674335998,Downregulated
OTULIN,1.3194317,0.004880294533327492,Upregulated
SERPINB9,1.161618,0.0048819914053405845,Upregulated
STAT4,1.2238696,0.004890879887114862,Upregulated
MXI1,-2.0395694,0.004890879887114862,Downregulated
PMVK,1.2916703,0.0049173783135889985,Upregulated
MAGOHB,1.3037801,0.004956508108990838,Upregulated
OSGEP,1.5382403,0.005161588596640711,Upregulated
UCHL3,1.2277573,0.005362947655118048,Upregulated
TMED5,1.2164828,0.005675998417526638,Upregulated
SIRPG,2.1109576,0.005876386607365261,Upregulated
RANGAP1,1.3486221,0.006128899493973038,Upregulated
TMX1,1.5486965,0.006131048939798664,Upregulated
MHENCR,-2.4765494,0.006158663515978531,Downregulated
THEM4,-1.3528539,0.006201397198041477,Downregulated
DPM2,1.4398956,0.006388027014084704,Upregulated
CCDC66,-1.2294428,0.006408384824692031,Downregulated
LDLR,2.221025,0.006474472378564973,Upregulated
CCDC124,1.1124722,0.006500849693847637,Upregulated
MAP2K3,1.2441025,0.006792131204931032,Upregulated
ARF3,1.2675579,0.0069547003238529794,Upregulated
DOCK10,1.1595556,0.0069547003238529794,Upregulated
RRBP1,1.1460662,0.007170232311820962,Upregulated
NUP88,1.4025829,0.007204733111377973,Upregulated
PDLIM2,1.3237696,0.007373445361759296,Upregulated
TRIM25,2.0981088,0.007394158916792816,Upregulated
HPF1,1.2498448,0.007411901388906054,Upregulated
GABPB1-AS1,-1.2070228,0.007839103293882871,Downregulated
GORASP2,1.1612407,0.007996385521859136,Upregulated
TCOF1,1.3123125,0.008021973920718484,Upregulated
RRP9,2.1303685,0.00821833650188042,Upregulated
PPP2R1A,1.0462586,0.008224564163050866,Upregulated
UQCC2,1.0158846,0.008267571666670272,Upregulated
IMP4,1.09021,0.008417415907322114,Upregulated
TRIB3,2.6450365,0.008499083787480924,Upregulated
MRPL32,1.1035441,0.008519298264496732,Upregulated
MRPS17,1.480508,0.00864282016354156,Upregulated
MTHFD1L,2.177176,0.008835426614619833,Upregulated
CBFB,1.248666,0.008835426614619833,Upregulated
TIMM17A,1.3488296,0.0090420819972815,Upregulated
MED19,1.3650697,0.009653612535121295,Upregulated
INPP5F,3.272673,0.009711300538862067,Upregulated
CISD1,1.0171622,0.0099544917969487,Upregulated
